id,length,name,genre
3898,1876,Stereophonics,Pop/Rock
4664,1876,Jets to Brazil,Pop/Rock
5519,1875,Bando Jonez,R&B;
3074,1874,As I Lay Dying,Pop/Rock
1836,1873,Vitamin C,Pop/Rock
1420,1872,Easy Star All-Stars,Reggae
1956,1872,The Derek Trucks Band,Pop/Rock
3345,1872,AFI,Pop/Rock
982,1871,The Dandy Warhols,Pop/Rock
4449,1871,Death in Vegas,Electronic
4519,1871,LFO,Pop/Rock
4904,1871,Mojave 3,Pop/Rock
68,1870,Spice Girls,Pop/Rock
648,1870,Youth Group,Pop/Rock
4653,1870,Piebald,Pop/Rock
5170,1870,Delta Spirit,Pop/Rock
5385,1870,Lord Huron,Pop/Rock
3396,1869,Dirty Heads,Pop/Rock
4091,1869,Billy Talent,Pop/Rock
67,1868,Sparta,Pop/Rock
4635,1868,Phantom Planet,Pop/Rock
5147,1868,Donna the Buffalo,Pop/Rock
5326,1868,Verse Simmonds,R&B;
1039,1867,The Disco Biscuits,Pop/Rock
2329,1867,Blindside,Pop/Rock
4056,1867,Badly Drawn Boy,Pop/Rock
4081,1867,All Shall Perish,Pop/Rock
5168,1867,3OH!3,Pop/Rock
2,1865,P.O.D.,Pop/Rock
11,1865,All That Remains,Pop/Rock
3468,1865,Pretty Ricky,R&B;
4112,1865,Killswitch Engage,Pop/Rock
5333,1865,Stateless,Pop/Rock
125,1864,SisqÃ³,R&B;
876,1864,Kottonmouth Kings,Pop/Rock
4695,1864,The Promise Ring,Pop/Rock
5225,1864,Parkway Drive,Pop/Rock
37,1863,Alicia Keys,R&B;
3193,1863,Natasha Bedingfield,Pop/Rock
900,1861,Kimya Dawson,Pop/Rock
992,1861,Len,Pop/Rock
1276,1861,Every Time I Die,Pop/Rock
1449,1861,Unearth,Pop/Rock
2945,1861,Molotov,Latin
3478,1861,Mya,R&B;
3703,1861,Lloyd,R&B;
4138,1861,Cherish,R&B;
2823,1860,Editors,Pop/Rock
2933,1860,Sublime,Pop/Rock
3129,1860,Chrisette Michele,R&B;
3285,1860,The Used,Pop/Rock
2546,1859,Ricky Martin,Latin
2640,1859,Norma Jean,Pop/Rock
3578,1859,Burial,Electronic
4282,1859,Feeder,Pop/Rock
4860,1859,The Sword,Pop/Rock
2499,1858,Jewel,Pop/Rock
5402,1858,The Weeknd,R&B;
860,1857,Jack Off Jill,Pop/Rock
1303,1857,Shadows Fall,Pop/Rock
4863,1857,Someone Still Loves You Boris Yeltsin,Pop/Rock
593,1856,Il Divo,Vocal
2996,1856,Thrice,Pop/Rock
3564,1856,Five Finger Death Punch,Pop/Rock
4357,1856,Casting Crowns,Religious
5137,1856,Donell Jones,R&B;
5473,1856,August Alsina,R&B;
347,1855,Angie Stone,R&B;
1805,1855,Vision of Disorder,Pop/Rock
2399,1855,She Wants Revenge,Pop/Rock
2205,1854,Linkin Park,Pop/Rock
5346,1854,K. Michelle,R&B;
2532,1853,Placebo,Pop/Rock
5479,1853,Vision,Pop/Rock
1450,1852,Dispatch,Pop/Rock
3919,1852,Trivium,Pop/Rock
5340,1852,Seasons After,Pop/Rock
5456,1852,Northlane,Pop/Rock
385,1851,Angela McCluskey,Pop/Rock
779,1851,Bowery Electric,Pop/Rock
1779,1851,Ciara,R&B;
3249,1851,Frightened Rabbit,Pop/Rock
4445,1851,Jenny Lewis,Pop/Rock
130,1850,Sevendust,Pop/Rock
1358,1850,Eagles of Death Metal,Pop/Rock
1557,1850,Deadsy,Pop/Rock
3996,1850,Bloodhound Gang,Pop/Rock
4160,1850,Compound Red,Pop/Rock
5470,1850,Sevyn Streeter,R&B;
72,1849,Static-X,Pop/Rock
373,1849,Audiovent,Pop/Rock
1034,1849,El Gran Silencio,Latin
1289,1849,Dope,Pop/Rock
1512,1849,Flaw,Pop/Rock
3067,1849,Mudvayne,Pop/Rock
3314,1849,Sunny Day Real Estate,Pop/Rock
88,1848,American Head Charge,Pop/Rock
353,1848,Soilwork,Pop/Rock
2212,1848,Limp Bizkit,Pop/Rock
2432,1848,Rammstein,Pop/Rock
2621,1848,Mastodon,Pop/Rock
4119,1848,Incubus,Pop/Rock
946,1847,Korn,Pop/Rock
3497,1847,Broken Social Scene,Pop/Rock
1829,1846,Dead Meadow,Pop/Rock
3270,1846,Sugar Ray,Pop/Rock
4974,1846,Ashanti,R&B;
5190,1846,Bruno Mars,Pop/Rock
844,1845,Labradford,Pop/Rock
2158,1845,Deerhunter,Pop/Rock
2891,1845,A Perfect Circle,Pop/Rock
4899,1845,3 Inches of Blood,Pop/Rock
4978,1845,Brad Mehldau,Jazz
5499,1845,George Ezra,Pop/Rock
1995,1844,DevilDriver,Pop/Rock
3686,1844,Within Temptation,Pop/Rock
3881,1844,Spiritualized,Pop/Rock
4171,1844,Cradle of Filth,Pop/Rock
4263,1844,Coal Chamber,Pop/Rock
5230,1844,Karnivool,Pop/Rock
5404,1844,Periphery,Pop/Rock
76,1843,Spineshank,Pop/Rock
447,1843,Blind Melon,Pop/Rock
448,1843,Soulfly,Pop/Rock
1812,1843,Machine Head,Pop/Rock
2815,1843,Meshuggah,Pop/Rock
4615,1843,Velvet Revolver,Pop/Rock
661,1842,Insane Clown Posse,Pop/Rock
1235,1842,Catherine Wheel,Pop/Rock
2804,1842,Methods of Mayhem,Pop/Rock
3166,1842,Matt and Kim,Pop/Rock
3188,1842,Veil of Maya,Pop/Rock
280,1841,Snot,Pop/Rock
610,1841,Jon Foreman,Pop/Rock
825,1841,kidneythieves,Pop/Rock
1375,1841,Fear Factory,Pop/Rock
2253,1841,Poison the Well,Pop/Rock
2333,1841,VAST,Pop/Rock
2407,1841,RX Bandits,Pop/Rock
2925,1841,311,Pop/Rock
3462,1841,Mushroomhead,Pop/Rock
3849,1841,Spacehog,Pop/Rock
4227,1841,The Dillinger Escape Plan,Pop/Rock
40,1840,System of a Down,Pop/Rock
325,1840,Smashing Pumpkins,Pop/Rock
1369,1840,Hum,Pop/Rock
2394,1840,Radiohead,Pop/Rock
3259,1840,Helmet,Pop/Rock
4238,1840,Extreme,Pop/Rock
4254,1840,Tool,Pop/Rock
4398,1840,Jane's Addiction,Pop/Rock
4457,1840,Deftones,Pop/Rock
4529,1840,Marilyn Manson,Pop/Rock
4726,1840,Rage Against the Machine,Pop/Rock
5418,1840,Tory Lanez,R&B;
809,1839,Kings of Leon,Pop/Rock
2844,1839,Omarion,R&B;
2970,1839,Monica,R&B;
3938,1838,Peaches,Electronic
4201,1838,Cupid,R&B;
5201,1837,112,R&B;
2132,1836,Josh Groban,Vocal
2497,1836,Jet,Pop/Rock
3730,1835,Lyfe Jennings,R&B;
4755,1834,Far East Movement,Pop/Rock
5211,1834,Max Frost,Pop/Rock
5484,1834,Zara Larsson,Electronic
5500,1834,Justine Skye,R&B;
4025,1833,BeyoncÃ©,R&B;
2061,1831,T-Pain,R&B;
3491,1831,The Bravery,Pop/Rock
630,1829,The Corrs,Pop/Rock
3165,1828,Jazmine Sullivan,R&B;
1748,1827,Destiny's Child,R&B;
4712,1825,Mary Mary,Religious
1028,1824,Jagged Edge,R&B;
1302,1824,Take That,Pop/Rock
4926,1824,Sunshine Anderson,R&B;
5412,1822,JhenÃ© Aiko,R&B;
4264,1821,East 17,Pop/Rock
20,1820,Total,R&B;
81,1820,Tracy Bonham,Pop/Rock
166,1820,Amerie,R&B;
435,1820,Blu Cantrell,R&B;
716,1819,Kelis,R&B;
3422,1819,Brandy,R&B;
2688,1818,Michelle Williams,Religious
5323,1818,Washed Out,Pop/Rock
1699,1816,Wet,Pop/Rock
5338,1815,Romeo Santos,Latin
1365,1814,Elvis Crespo,Latin
3296,1812,Sun Kil Moon,Pop/Rock
3701,1811,Marc Anthony,Latin
93,1810,All-4-One,R&B;
608,1810,Kelly Rowland,R&B;
4147,1810,Color Me Badd,R&B;
3888,1809,TÃ©lÃ©popmusik,Electronic
1881,1808,Lil' Mo,R&B;
3014,1808,Adina Howard,R&B;
3534,1807,Katharine McPhee,Pop/Rock
1915,1806,Robin Thicke,R&B;
2781,1806,Nivea,R&B;
872,1805,Jaci Velasquez,Religious
2700,1805,Nerf Herder,Pop/Rock
236,1804,Paulina Rubio,Latin
5060,1804,Hanson,Pop/Rock
1848,1802,Vivian Green,R&B;
3641,1802,Keri Hilson,R&B;
5432,1802,The Internet,R&B;
370,1801,Solange,R&B;
1573,1801,Floetry,R&B;
1687,1800,Charles & Eddie,R&B;
4767,1800,O-Town,Pop/Rock
5401,1800,King,R&B;
5468,1800,Hiatus Kaiyote,R&B;
1410,1799,Erykah Badu,R&B;
2654,1799,New Kids on the Block,Pop/Rock
1037,1797,Christina Milian,R&B;
1376,1797,Dru Hill,R&B;
2371,1797,Lumidee,R&B;
3880,1797,Allure,R&B;
4007,1797,Blaque,R&B;
5257,1797,Best Coast,Pop/Rock
5316,1797,Rita Ora,Pop/Rock
5336,1797,Skrillex,Electronic
5355,1797,Tink,R&B;
5398,1797,Cher Lloyd,Pop/Rock
5515,1797,Kehlani,R&B;
1353,1796,Tamia,R&B;
3163,1796,Gwen Stefani,Pop/Rock
3295,1796,Aaliyah,R&B;
2097,1794,Jennifer Hudson,R&B;
5419,1794,Zedd,Electronic
788,1793,Kings of Convenience,Pop/Rock
850,1793,Control,Latin
3131,1793,Cabas,Latin
3841,1793,Palomo,Latin
4434,1793,VolovÃ¡n,Pop/Rock
4512,1793,LiberaciÃ³n,Latin
4586,1793,Jumbo,International
35,1792,Selena,Latin
4601,1792,Savage Garden,Pop/Rock
4361,1791,Cat Power,Pop/Rock
3593,1790,Justice,Electronic
4621,1790,Jennifer Paige,Pop/Rock
2471,1788,No Doubt,Pop/Rock
1341,1786,Faith Evans,R&B;
4584,1786,Julieta Venegas,Latin
4585,1786,Scissor Sisters,Pop/Rock
1336,1785,Bebel Gilberto,Latin
2825,1784,Belanova,Latin
4073,1784,Baha Men,Pop/Rock
4706,1784,Natalia Lafourcade,Latin
1461,1783,Right Said Fred,Pop/Rock
3076,1783,Aterciopelados,Latin
4170,1783,Lara Fabian,Pop/Rock
1554,1782,CÃ©line Dion,Pop/Rock
4431,1782,Vonda Shepard,Pop/Rock
4692,1782,Los Reyes del Camino,Latin
4310,1781,Carlos Vives,Latin
4349,1781,Fun Lovin' Criminals,Pop/Rock
2930,1780,MoKenStef,R&B;
4670,1780,RuPaul,Pop/Rock
3388,1776,Aqua,Pop/Rock
2254,1775,Roxette,Pop/Rock
2565,1775,Marta SÃ¡nchez,Latin
5377,1775,Foster the People,Pop/Rock
1109,1774,Tamar Braxton,R&B;
1208,1773,Fastball,Pop/Rock
3329,1773,MÃ³nica Naranjo,Latin
3647,1773,Gloria Estefan,Pop/Rock
3021,1772,SWV,R&B;
277,1771,Simian,Pop/Rock
748,1771,Amanda Palmer,Pop/Rock
2388,1770,Arctic Monkeys,Pop/Rock
5169,1769,Black Kids,Pop/Rock
272,1768,Paula Abdul,Pop/Rock
922,1768,Panda Bear,Pop/Rock
2084,1768,Mariah Carey,R&B;
2860,1768,The Moldy Peaches,Pop/Rock
3911,1767,Steps,Pop/Rock
4145,1766,Kylie Minogue,Pop/Rock
5003,1766,Black Moth Super Rainbow,Pop/Rock
1351,1765,Stacey Q,Pop/Rock
4455,1765,Debbie Gibson,Pop/Rock
4619,1764,SÃ©bastien Tellier,Pop/Rock
790,1763,Bonobo,Electronic
90,1762,Sheena Easton,Pop/Rock
2786,1762,Mista,R&B;
2839,1762,Of Montreal,Pop/Rock
3413,1762,Air,Electronic
3962,1762,Sophie B. Hawkins,Pop/Rock
58,1761,TLC,R&B;
2674,1760,Esperanza Spalding,Jazz
1033,1759,Coralie ClÃ©ment,Pop/Rock
1330,1759,Electric Six,Pop/Rock
2290,1759,Lisette Melendez,Pop/Rock
2526,1759,Rick Astley,Pop/Rock
3051,1759,Adele,Pop/Rock
1006,1758,Cibo Matto,Pop/Rock
1843,1758,Liz Phair,Pop/Rock
1982,1758,Lisa Lisa,R&B;
5023,1758,Cake,Pop/Rock
5312,1758,Carly Rae Jepsen,Pop/Rock
1470,1757,M People,Electronic
2069,1757,Vanessa Paradis,Pop/Rock
2269,1757,Blitzen Trapper,Pop/Rock
2838,1757,Michael Penn,Pop/Rock
3427,1756,Aimee Mann,Pop/Rock
4943,1756,Tiffany,Pop/Rock
96,1755,Taylor Dayne,Pop/Rock
368,1755,Pebbles,R&B;
479,1755,Blue States,Electronic
1257,1755,ExposÃ©,Pop/Rock
1480,1755,Jane Child,Pop/Rock
2014,1755,Diana King,Reggae
2213,1755,Samantha Fox,Pop/Rock
2752,1755,Milli Vanilli,Pop/Rock
3656,1755,Cascada,Electronic
4743,1755,Janelle MonÃ¡e,R&B;
5142,1755,Frou Frou,Pop/Rock
5376,1755,Twin Shadow,Pop/Rock
5454,1755,A*Teens,Electronic
1023,1754,Beck,Pop/Rock
1905,1754,Madonna,Pop/Rock
3002,1754,Ace of Base,Pop/Rock
3995,1754,Beth Orton,Pop/Rock
5372,1749,BJ the Chicago Kid,R&B;
3200,1733,MaxÃ¯mo Park,Pop/Rock
2813,1724,The Kooks,Pop/Rock
3631,1724,Vampire Weekend,Pop/Rock
5124,1721,Dirty Pretty Things,Pop/Rock
5352,1721,Neon Trees,Pop/Rock
3233,1720,The Strokes,Pop/Rock
1777,1718,Jars of Clay,Pop/Rock
2536,1713,Ruben Studdard,R&B;
3174,1709,J. Holiday,R&B;
3777,1709,Dave Hollister,R&B;
3063,1706,The Sounds,Pop/Rock
2019,1705,Junior Senior,Pop/Rock
5159,1704,Lykke Li,Pop/Rock
1218,1702,Le Tigre,Pop/Rock
5488,1699,Nick Hakim,R&B;
3936,1698,Shivaree,Pop/Rock
4321,1698,Elastica,Pop/Rock
3547,1697,The Cardigans,Pop/Rock
1231,1695,The Distillers,Pop/Rock
4190,1693,Jaheim,R&B;
1425,1689,Dodgy,Pop/Rock
1147,1675,The Dresden Dolls,Pop/Rock
5394,1675,Kevin Garrett,R&B;
5399,1674,Mndsgn,Electronic
4734,1673,Maxwell,R&B;
2647,1672,M.I.A.,Electronic
5266,1669,The Pretty Reckless,Pop/Rock
5476,1667,Cashmere Cat,Electronic
3805,1665,Flying Lotus,Electronic
3837,1664,Four Tet,Electronic
1711,1662,Amy Millan,Pop/Rock
545,1658,Biffy Clyro,Pop/Rock
5347,1656,Avicii,Electronic
5502,1656,Daniel Caesar,R&B;
1010,1653,Craig David,R&B;
4986,1652,Musiq Soulchild,R&B;
3304,1651,Anthony Hamilton,R&B;
3482,1651,TonÃ©x,R&B;
4772,1651,Reef,Pop/Rock
2496,1650,Richard Hawley,Pop/Rock
2685,1650,The Go! Team,Pop/Rock
4287,1647,Faithless,Electronic
1332,1645,Tweet,R&B;
4724,1643,Raheem DeVaughn,R&B;
5427,1643,Allen Stone,R&B;
1119,1642,D'Angelo,R&B;
167,1641,Skunk Anansie,Pop/Rock
1981,1641,We Are Scientists,Pop/Rock
4332,1641,EmilÃ­ana Torrini,Pop/Rock
454,1638,Bent,Electronic
2343,1638,Quantic,Electronic
3747,1638,Hole,Pop/Rock
3330,1637,Thievery Corporation,Electronic
2646,1635,Neurosis,Pop/Rock
4866,1627,The Streets,Electronic
2091,1626,Hooverphonic,Pop/Rock
5311,1624,The Bloody Beetroots,Electronic
3446,1622,The Fratellis,Pop/Rock
3389,1621,Tindersticks,Pop/Rock
352,1619,The Bluetones,Pop/Rock
723,1618,Wolfmother,Pop/Rock
1722,1618,Des'ree,R&B;
156,1616,Stars,Pop/Rock
5086,1616,Manic Street Preachers,Pop/Rock
1184,1615,Basement Jaxx,Electronic
3932,1615,Supreme Beings of Leisure,Pop/Rock
1815,1614,UNKLE,Electronic
5319,1609,Phantogram,Pop/Rock
138,1607,Alpha,Electronic
381,1606,The Avalanches,Electronic
1818,1606,Hot Hot Heat,Pop/Rock
281,1605,Smoke City,Electronic
2947,1605,Moloko,Electronic
4679,1605,Ruby,Electronic
734,1604,The Juliana Theory,Pop/Rock
2161,1604,Rooney,Pop/Rock
2274,1604,Portishead,Pop/Rock
2227,1603,RÃ¶yksopp,Electronic
4710,1603,Nada Surf,Pop/Rock
4859,1600,James Morrison,Pop/Rock
2000,1598,Pedro the Lion,Pop/Rock
5018,1597,Groove Armada,Electronic
145,1596,Sixpence None the Richer,Pop/Rock
5235,1592,Cate Le Bon,Pop/Rock
1,1590,PJ Harvey,Pop/Rock
2485,1590,Jesus Jones,Pop/Rock
3278,1589,The Verve,Pop/Rock
775,1588,Black Label Society,Pop/Rock
3447,1588,Ash,Pop/Rock
4736,1588,Mayday,International
1768,1586,David Guetta,Electronic
1387,1583,Lush,Pop/Rock
2957,1583,The Walkmen,Pop/Rock
73,1582,Shed Seven,Pop/Rock
1736,1582,Drake Bell,Pop/Rock
4862,1582,The Knocks,Pop/Rock
5436,1582,Harry Styles,Pop/Rock
1616,1581,Cassius,Electronic
2619,1581,mewithoutYou,Pop/Rock
2671,1581,Oasis,Pop/Rock
3340,1581,Thom Yorke,Pop/Rock
3109,1580,MxPx,Pop/Rock
3622,1579,Girl Talk,Electronic
2601,1578,Queens of the Stone Age,Pop/Rock
5299,1578,Major Lazer,Electronic
2625,1577,The Click Five,Pop/Rock
3147,1577,Basshunter,Pop/Rock
3281,1577,Seal,Pop/Rock
4114,1575,Bowling for Soup,Pop/Rock
5493,1575,FKA twigs,Pop/Rock
715,1574,Bongzilla,Pop/Rock
3525,1574,YACHT,Pop/Rock
1269,1573,Clutch,Pop/Rock
5069,1573,Damien Jurado,Pop/Rock
1726,1572,Dub Pistols,Electronic
2173,1572,Ronan Keating,Pop/Rock
5267,1572,Swedish House Mafia,Electronic
4225,1571,The Decemberists,Pop/Rock
3335,1570,Crookers,Electronic
5179,1570,Bag Raiders,Electronic
1112,1569,Fatboy Slim,Electronic
5153,1568,Kodomo,Electronic
5250,1568,Nosaj Thing,Electronic
5379,1568,Com Truise,Electronic
275,1567,Supergrass,Pop/Rock
363,1567,The Black Dahlia Murder,Pop/Rock
3815,1567,Volbeat,Pop/Rock
4005,1567,Boards of Canada,Electronic
896,1566,Kruder & Dorfmeister,Electronic
1344,1566,Cast,Pop/Rock
1117,1565,Clint Mansell,Stage & Screen
1517,1565,Jason Donovan,Pop/Rock
3004,1565,Mindless Self Indulgence,Pop/Rock
3169,1565,The Gaslight Anthem,Pop/Rock
3997,1565,Blur,Pop/Rock
4242,1565,Dirty Vegas,Electronic
1780,1563,Carla Bruni,Pop/Rock
4221,1562,Barry Adamson,Pop/Rock
4541,1562,Lo Fidelity Allstars,Electronic
5474,1562,Lukas Graham,Pop/Rock
508,1561,Bleeding Through,Pop/Rock
2118,1561,Live,Pop/Rock
2984,1561,The Prodigy,Electronic
3693,1561,Goldie,Electronic
5126,1561,Tommy Trash,Electronic
5514,1561,Moti,Electronic
2612,1560,Massive Attack,Electronic
3355,1560,TiÃ«sto,Electronic
3934,1560,Snapcase,Pop/Rock
4776,1560,Michael BublÃ©,Vocal
4778,1560,Republica,Pop/Rock
45,1559,Robert Miles,Electronic
4684,1559,Kaskade,Electronic
103,1558,TV on the Radio,Pop/Rock
4375,1558,Dropkick Murphys,Pop/Rock
4411,1558,Underworld,Electronic
3684,1557,Goldfinger,Pop/Rock
4573,1557,Sarah McLachlan,Pop/Rock
5252,1557,Miike Snow,Pop/Rock
2287,1556,Utah Saints,Electronic
555,1555,The Flys,Pop/Rock
565,1555,The Chemical Brothers,Electronic
1005,1555,Cornershop,Pop/Rock
3097,1555,Mr. Scruff,Electronic
5013,1555,Streetlight Manifesto,Pop/Rock
1295,1554,Squarepusher,Electronic
4181,1553,Lamb of God,Pop/Rock
4087,1552,Kid Loco,Electronic
4871,1552,The Sugarcubes,Pop/Rock
309,1551,Soul Coughing,Pop/Rock
5061,1551,DJ Shadow,Electronic
1389,1550,Down,Pop/Rock
3941,1550,Paul van Dyk,Electronic
4686,1550,Powerman 5000,Pop/Rock
920,1549,Crowbar,Pop/Rock
39,1548,Pantera,Pop/Rock
3481,1548,Seefeel,Electronic
2566,1547,Propellerheads,Electronic
5072,1547,Dan Bern,Pop/Rock
5450,1547,Cherub,Pop/Rock
5331,1546,Lincoln,Pop/Rock
1944,1545,Weezer,Pop/Rock
680,1544,Biosphere,Electronic
2994,1544,Aphex Twin,Electronic
4199,1544,Gym Class Heroes,Pop/Rock
203,1543,Stereo MC's,Electronic
227,1543,Andrew Bird,Pop/Rock
1337,1543,Ben Lee,Pop/Rock
4804,1543,The Orb,Electronic
212,1542,Amon Tobin,Electronic
765,1542,Black Grape,Pop/Rock
4015,1542,Dr. Dog,Pop/Rock
4889,1541,808 State,Electronic
4719,1540,Mat Kearney,Pop/Rock
836,1539,The Long Winters,Pop/Rock
2881,1539,The New Pornographers,Pop/Rock
2718,1537,Me First and the Gimme Gimmes,Pop/Rock
3218,1537,Justin Townes Earle,Country
3688,1537,The Felice Brothers,Pop/Rock
5071,1537,Harvey Danger,Pop/Rock
524,1535,Beulah,Pop/Rock
4634,1535,Pete Yorn,Pop/Rock
1971,1533,Whiskeytown,Pop/Rock
4821,1531,The Radio Dept.,Pop/Rock
2306,1530,Pulp,Pop/Rock
4907,1530,The Von Bondies,Pop/Rock
365,1529,Audioslave,Pop/Rock
2406,1529,Jonathan Coulton,Pop/Rock
5481,1529,A Great Big World,Pop/Rock
1320,1528,Ben Folds,Pop/Rock
1526,1527,Foo Fighters,Pop/Rock
4756,1526,MercyMe,Religious
2366,1525,Jens Lekman,Pop/Rock
4560,1525,Saint Etienne,Pop/Rock
4162,1523,Lacuna Coil,Pop/Rock
1329,1522,Cass McCombs,Pop/Rock
2699,1522,Opeth,Pop/Rock
1475,1521,Fischerspooner,Electronic
4823,1521,The Postal Service,Pop/Rock
1424,1519,Elliott Smith,Pop/Rock
841,1518,L7,Pop/Rock
4674,1518,Pop Will Eat Itself,Pop/Rock
1180,1516,Cut Copy,Pop/Rock
3017,1516,Minus the Bear,Pop/Rock
121,1515,Trans-Siberian Orchestra,Classical
1514,1515,Ray LaMontagne,Pop/Rock
4209,1513,The Cranberries,Pop/Rock
2224,1512,Sarah Brightman,Vocal
4945,1512,Tift Merritt,Country
5044,1512,Gin Blossoms,Pop/Rock
5302,1512,Them Crooked Vultures,Pop/Rock
879,1511,Coheed and Cambria,Pop/Rock
4144,1511,Kyuss,Pop/Rock
247,1510,The 88,Pop/Rock
260,1509,Sloan,Pop/Rock
1542,1507,French Kicks,Pop/Rock
3003,1507,Monster Magnet,Pop/Rock
3178,1507,The Bird and the Bee,Pop/Rock
3654,1507,Godspeed You! Black Emperor,Pop/Rock
61,1505,Alice in Chains,Pop/Rock
2383,1505,Jerry Cantrell,Pop/Rock
143,1504,Tenacious D,Pop/Rock
3587,1502,The Menzingers,Pop/Rock
1091,1501,Spoon,Pop/Rock
1409,1501,Finley Quaye,Pop/Rock
3658,1501,Teenage Bottlerocket,Pop/Rock
1828,1499,Hot Water Music,Pop/Rock
1964,1499,Liquid Tension Experiment,Pop/Rock
5350,1499,Allstar Weekend,Pop/Rock
5505,1499,State Champs,Pop/Rock
3992,1498,blink-182,Pop/Rock
4369,1498,Dream Theater,Pop/Rock
4673,1498,Kaki King,Pop/Rock
5041,1498,dc Talk,Religious
5082,1498,Man Man,Pop/Rock
5144,1498,Fu Manchu,Pop/Rock
2144,1497,Phoenix,Pop/Rock
2385,1496,Ned's Atomic Dustbin,Pop/Rock
3077,1495,The Soup Dragons,Pop/Rock
4294,1495,EMF,Pop/Rock
177,1494,Shelby Lynne,Country
2723,1494,The Microphones,Pop/Rock
3079,1494,Flight of the Conchords,Comedy/Spoken
3181,1494,Happy Mondays,Pop/Rock
806,1493,Bracket,Pop/Rock
1347,1493,Ben Folds Five,Pop/Rock
5172,1493,Noah and the Whale,Pop/Rock
1149,1492,Cursive,Pop/Rock
5,1491,Soundgarden,Pop/Rock
4275,1491,Stabbing Westward,Pop/Rock
4682,1491,Porcupine Tree,Pop/Rock
664,1490,The Living End,Pop/Rock
1994,1490,Grupo Mojado,Latin
4723,1489,Neutral Milk Hotel,Pop/Rock
3119,1488,Built to Spill,Pop/Rock
3669,1488,Godhead,Pop/Rock
1476,1487,Filter,Pop/Rock
2924,1487,Mike Shinoda,Pop/Rock
4432,1487,Machines of Loving Grace,Pop/Rock
1999,1486,Low,Pop/Rock
2511,1486,Nine Inch Nails,Pop/Rock
252,1485,Smash Mouth,Pop/Rock
1087,1484,Face to Face,Pop/Rock
2229,1484,Sammy,Pop/Rock
3382,1484,Archers of Loaf,Pop/Rock
219,1483,Tricky,Electronic
3935,1483,Pavement,Pop/Rock
1238,1482,Enigma,Electronic
4954,1481,Tim Hecker,Electronic
1018,1480,Converge,Pop/Rock
1770,1480,Less Than Jake,Pop/Rock
2638,1480,Reel Big Fish,Pop/Rock
1296,1477,Gas,Electronic
2018,1477,Scooter,Electronic
2598,1477,Philip Wesley,New Age
2808,1477,Messiah,Electronic
3480,1477,The Boo Radleys,Pop/Rock
619,1476,The KLF,Electronic
2428,1476,Jim Brickman,New Age
3213,1476,The Stone Roses,Pop/Rock
4231,1476,Barcelona,Pop/Rock
1472,1475,Carlos Ponce,Latin
2119,1475,Celtic Woman,International
1272,1474,Green Day,Pop/Rock
2369,1474,Tsunami Bomb,Pop/Rock
4490,1474,Deva Premal,New Age
4559,1471,Lori McKenna,Folk
1851,1470,Deana Carter,Country
2814,1470,Mest,Pop/Rock
2921,1470,Millencolin,Pop/Rock
3116,1469,Joan Osborne,Pop/Rock
4175,1469,Lagwagon,Pop/Rock
1131,1467,Midlake,Pop/Rock
1442,1466,Eels,Pop/Rock
4550,1465,Loreena McKennitt,Folk
4633,1465,Peter Bjorn and John,Pop/Rock
4797,1464,The Olivia Tremor Control,Pop/Rock
5143,1464,Enya,New Age
562,1463,BabasÃ³nicos,Latin
2447,1463,Rancid,Pop/Rock
4374,1463,Drop Nineteens,Pop/Rock
262,1462,Slowdive,Pop/Rock
1712,1462,Tullycraft,Pop/Rock
1705,1459,Wheatus,Pop/Rock
303,1458,Superchunk,Pop/Rock
674,1458,Sheryl Crow,Pop/Rock
1159,1458,Barenaked Ladies,Pop/Rock
2065,1457,Dillinger Four,Pop/Rock
2544,1457,Primal Scream,Pop/Rock
3426,1457,Toad the Wet Sprocket,Pop/Rock
4666,1457,Pitchshifter,Pop/Rock
324,1456,Smoking Popes,Pop/Rock
1759,1456,Ride,Pop/Rock
3202,1456,Godflesh,Pop/Rock
3975,1456,Swingin' Utters,Pop/Rock
3439,1455,The Brian Jonestown Massacre,Pop/Rock
4023,1455,Avail,Pop/Rock
4237,1455,Explosions in the Sky,Pop/Rock
3313,1454,The Wedding Present,Pop/Rock
3549,1454,Strike Anywhere,Pop/Rock
3924,1453,Superdrag,Pop/Rock
2364,1452,Jellyfish,Pop/Rock
3605,1452,Guttermouth,Pop/Rock
4696,1452,Propagandhi,Pop/Rock
2244,1451,Lisa Loeb,Pop/Rock
2247,1450,Plastilina Mosh,Pop/Rock
3214,1450,The Sundays,Pop/Rock
2358,1449,NOFX,Pop/Rock
3682,1449,Gogol Bordello,Pop/Rock
2063,1448,Pennywise,Pop/Rock
2705,1448,Mclusky,Pop/Rock
3694,1447,Hella,Pop/Rock
367,1446,Andrew W.K.,Pop/Rock
3702,1446,ManÃ¡,Latin
5005,1445,Buffalo Tom,Pop/Rock
3477,1444,The Bouncing Souls,Pop/Rock
3894,1444,Shellac,Pop/Rock
4528,1443,Lightning Bolt,Pop/Rock
4887,1443,The Veldt,Pop/Rock
903,1442,Isobel Campbell,Pop/Rock
1534,1442,Unsane,Pop/Rock
1825,1442,MC 900 Ft. Jesus,Pop/Rock
3126,1442,The Raconteurs,Pop/Rock
3921,1441,Skinny Puppy,Pop/Rock
2704,1440,Mazzy Star,Pop/Rock
5306,1440,"Defiance, Ohio",Pop/Rock
