id(reindex)	id(original_data)	artist_name	genre	katz
1510	181376	UB40	Pop/Rock	364.529449
1511	181694	Carmen Miranda	Vocal	0
1512	181719	Flaw	Pop/Rock	96226.69975
1513	181817	Caron Wheeler	R&B;	64.666105
1514	182302	Ray LaMontagne	Pop/Rock	7363.241772
1515	182360	Donny Hathaway	R&B;	204.326392
1516	182598	MC5	Pop/Rock	693.169972
1517	182884	Jason Donovan	Pop/Rock	2369.023861
1518	182900	Fleetwood Mac	Pop/Rock	867.779684
1519	183139	David Sylvian	Pop/Rock	2815.782111
1520	183311	Fine Young Cannibals	Pop/Rock	2015.867636
1521	183699	DÃ³nal Lunny	International	0.636719
1522	183715	The Fugitives	Pop/Rock	0
1523	183777	John Cafferty	Pop/Rock	422.395254
1524	183858	Gary Numan	Pop/Rock	6388.791123
1525	183867	John Cage	Classical	0
1526	184043	Foo Fighters	Pop/Rock	58766.81264
1527	184091	Don Henley	Pop/Rock	1599.730225
1528	184187	Gabor Szabo	Jazz	2.315374
1529	184199	Emerson Drive	Country	12131.99574
1530	184208	Great Big Sea	International	4646.21845
1531	184267	U.K. Subs	Pop/Rock	3753.701177
1532	184406	Donald Harrison	Jazz	2.710531
1533	184451	Greater Vision	Religious	17.44901
1534	184471	Unsane	Pop/Rock	37798.21528
1535	184502	Ella Fitzgerald	Vocal	0.993691
1536	184637	Flora Purim	Latin	54.012524
1537	184677	Eric Prydz	Electronic	0
1538	184811	Erasure	Pop/Rock	11219.49792
1539	184814	Don Gibson	Country	9.968224
1540	185018	Finch	Pop/Rock	265750.9907
1541	185155	Maceo Parker	R&B;	20.164822
1542	185383	French Kicks	Pop/Rock	24386.1275
1543	185440	David Lanz	New Age	1.955116
1544	185543	Green Jelly	Pop/Rock	6873.210286
1545	185591	Arcade Fire	Pop/Rock	95537.04544
1546	185615	Gary Stewart	Country	1945.292212
1547	185617	Fun Boy Three	Pop/Rock	892.204679
1548	185669	Mac Davis	Country	4.256092
1549	185810	John Foxx	Pop/Rock	784.864822
1550	185948	Carmen McRae	Vocal	3.985378
1551	185999	Voodoo Glow Skulls	Pop/Rock	466.780569
1552	186096	Voivod	Pop/Rock	23849.15795
1553	186125	Mac McAnally	Country	4.082979
1554	186185	CÃ©line Dion	Pop/Rock	5025.434187
1555	186312	Celia Cruz	Latin	1.409712
1556	186390	Donny Osmond	Pop/Rock	27.778705
1557	186440	Deadsy	Pop/Rock	130838.3016
1558	186481	Dos	Pop/Rock	2809.194974
1559	186545	Mae	Pop/Rock	0
1560	186594	FranÃ§oise Hardy	Pop/Rock	13.478395
1561	186734	Freddie King	Blues	5.009718
1562	186805	Eric Carmen	Pop/Rock	301.775306
1563	186927	Harold Budd	Avant-Garde	51.188249
1564	187162	Flipper	Pop/Rock	1696.273796
1565	187172	Flogging Molly	Pop/Rock	11812.09159
1566	187413	Gary Wilson	Pop/Rock	0
1567	187422	Funeral for a Friend	Pop/Rock	106262.9818
1568	187478	Eric Clapton	Pop/Rock	229.165297
1569	187581	Funkadelic	R&B;	727.226929
1570	187907	Don Omar	Latin	335.760378
1571	188190	Unwound	Pop/Rock	28422.19774
1572	188202	Don Lamond	Jazz	0
1573	188206	Floetry	R&B;	1893.424541
1574	188261	Eric Johnson	Pop/Rock	772.92944
1575	188342	Freddy Fender	Country	12.920986
1576	188432	David Sanborn	Jazz	153.198094
1577	188467	John Parr	Pop/Rock	504.926056
1578	188697	Foxy Brown	Reggae	7.059249
1579	188809	Eric Serra	Stage & Screen	142.379118
1580	188843	Dori Caymmi	Latin	2.853771
1581	189229	Lee Roy Parnell	Country	5.028753
1582	189641	Jean-Jacques Perrey	Electronic	0
1583	189644	Doris Day	Vocal	3.131563
1584	189678	Galaxie 500	Pop/Rock	4013.217316
1585	189701	Jean Shepard	Country	0.810152
1586	189831	John Taylor	Jazz	68.159697
1587	189848	Frank Butler	Jazz	1.353282
1588	190012	John Tesh	New Age	2700.416323
1589	190021	John Holt	Reggae	52.157342
1590	190235	Mad Cobra	Reggae	545.834343
1591	190531	Frederick Knight	R&B;	6.577009
1592	190632	Dottie West	Country	10.858135
1593	190843	LeftÃ¶ver Crack	Pop/Rock	6811.790783
1594	190888	Jeff Lorber	Jazz	8.48348
1595	190946	Lefty Frizzell	Country	1.0625
1596	191063	Celtic Frost	Pop/Rock	19120.99207
1597	191070	Wang Chung	Pop/Rock	5426.28675
1598	191175	Wall of Voodoo	Pop/Rock	2790.617089
1599	191429	Magic Sam	Blues	5.510443
1600	191680	Gato Barbieri	Jazz	105.371918
1601	191699	Gal Costa	Latin	117.038959
1602	191947	War	R&B;	313.03242
1603	191983	Galactic	Pop/Rock	1450.190269
1604	192260	John Klemmer	Jazz	94.896796
1605	192338	Madball	Pop/Rock	0
1606	192382	Deep Purple	Pop/Rock	1331.850493
1607	192840	John Travolta	Pop/Rock	3.05248
1608	192925	John Renbourn	Folk	42.570204
1609	193025	Gregory Abbott	R&B;	144.541862
1610	193160	The Maddox Brothers & Rose	Country	0.796875
1611	193216	Free	Pop/Rock	782.743383
1612	193231	Gang of Four	Pop/Rock	3077.70327
1613	193305	Cassie	R&B;	25248.84875
1614	193320	Def Leppard	Pop/Rock	15207.64089
1615	193342	Emperor	Pop/Rock	33910.43322
1616	193444	Cassius	Electronic	14800.25362
1617	193594	Madeleine Peyroux	Vocal	315.208028
1618	193802	Warne Marsh	Jazz	0.818612
1619	193963	Warrant	Pop/Rock	23726.84734
1620	194008	Deicide	Pop/Rock	14510.39394
1621	194018	Del Shannon	Pop/Rock	19.258114
1622	194036	Gene Clark	Pop/Rock	244.229172
1623	194039	Geggy Tah	Pop/Rock	10053.97695
1624	194063	Lee Ann Womack	Country	6859.62114
1625	194246	Garbage	Pop/Rock	80659.27732
1626	194380	Emmanuel	Latin	0
1627	194578	Gang Green	Pop/Rock	0
1628	194703	The Flying Burrito Brothers	Pop/Rock	461.058577
1629	194743	Grace Slick	Pop/Rock	235.93988
1630	195237	Delaney & Bonnie	Pop/Rock	175.720413
1631	195305	Focus	Pop/Rock	430.858229
1632	195368	Dorothy Norwood	Religious	0
1633	195373	CesÃ¡ria Ã‰vora	International	105.00675
1634	195634	Dazz Band	R&B;	60.497646
1635	195874	Madness	Pop/Rock	890.055285
1636	196200	Dorothy Loudon	Vocal	0.541376
1637	196248	Don Williams	Country	358.624023
1638	196254	The Flying Luttenbachers	Jazz	11264.37893
1639	196370	Freestyle	Electronic	0
1640	196544	Della Reese	Vocal	1.207908
1641	196690	Lee Greenwood	Country	365.205182
1642	196969	John Martyn	Folk	124.832768
1643	196976	Gretchen Wilson	Country	31320.09945
1644	197040	Champion Jack Dupree	Blues	0.401908
1645	197364	David Byrne	Pop/Rock	1323.156045
1646	197424	Vicente FernÃ¡ndez	Latin	1.25
1647	197460	Cassandra Wilson	Vocal	748.247217
1648	197475	Gene Loves Jezebel	Pop/Rock	7259.488241
1649	197532	Charles TrÃ©net	Vocal	0
1650	197582	Dee Clark	R&B;	12.633296
1651	197757	Warren Haynes	Pop/Rock	235.020486
1652	197921	The English Beat	Pop/Rock	1866.134
1653	198162	Johnnie Taylor	R&B;	18.178906
1654	198302	The Dream Syndicate	Pop/Rock	2299.890966
1655	198426	Changing Faces	R&B;	128.806297
1656	198532	Doug Sahm	Pop/Rock	227.218112
1657	198783	Johnny Horton	Country	5.357964
1658	198901	Webb Pierce	Country	0.5
1659	198922	Esquerita	Pop/Rock	2.518189
1660	199089	Halifax	Pop/Rock	63509.94032
1661	199090	Denise LaSalle	Blues	0
1662	199194	Dougie MacLean	Folk	0.636719
1663	199229	Johnny Bond	Country	0
1664	199369	Cat Anderson	Jazz	0
1665	199917	Chantal Kreviazuk	Easy Listening	29571.18816
1666	199995	Genesis	Pop/Rock	1035.396832
1667	200074	Lenny Kravitz	Pop/Rock	3420.212221
1668	200322	Johnny "Hammond" Smith	Jazz	0.568434
1669	200448	Erma Franklin	R&B;	0
1670	200775	Ernest Tubb	Country	0
1671	200777	Ernestine Anderson	Vocal	0.493691
1672	200791	Waylon Jennings	Country	280.14366
1673	200882	Gene Pitney	Pop/Rock	25.337228
1674	200968	Gene Simmons	Pop/Rock	1355.109764
1675	201022	Lenny Welch	Pop/Rock	5.537725
1676	201297	Foghat	Pop/Rock	1206.636092
1677	201593	Destruction	Pop/Rock	15387.97339
1678	201667	Vickie Winans	Religious	0
1679	201668	Drive-By Truckers	Pop/Rock	25093.70163
1680	201678	Vince Guaraldi	Jazz	17.72732
1681	201716	Ty Herndon	Country	7999.485964
1682	201760	George Benson	Jazz	84.143399
1683	201958	General Public	Pop/Rock	4.081708
1684	201983	Westlife	Pop/Rock	31925.60758
1685	202033	Tony Trischka	Country	21.747796
1686	202084	Nouvelle Vague	Pop/Rock	5553.328548
1687	202089	Charles & Eddie	R&B;	3072.02967
1688	202162	Derek Trucks	Pop/Rock	1659.670332
1689	202187	Ernest Ranglin	Reggae	0.342271
1690	202344	Vicki Sue Robinson	R&B;	0
1691	202545	Generation X	Pop/Rock	4866.281699
1692	202554	Johnny Mandel	Jazz	0
1693	203008	Rush	Pop/Rock	4043.264481
1694	203592	Max Richter	Classical	1.659522
1695	203639	Johnny Rivers	Pop/Rock	44.927143
1696	203670	VerÃ³nica Castro	Latin	0
1697	203695	Luscious Jackson	Pop/Rock	1176.356704
1698	203711	Tuck & Patti	Jazz	443.75814
1699	203764	Wet	Pop/Rock	3547.170635
1700	203765	Wet Wet Wet	Pop/Rock	982.737355
1701	203804	Victor Borge	Comedy/Spoken	0
1702	204386	James Taylor	Pop/Rock	726.189685
1703	204708	Dr. Feelgood	Pop/Rock	347.578122
1704	204714	Johnny Shines	Blues	0.677642
1705	204847	Wheatus	Pop/Rock	4894.082362
1706	204850	Charles Earland	Jazz	2.014356
1707	204901	Sarah Vaughan	Vocal	2.171976
1708	204968	Charlie Byrd	Jazz	0.342271
1709	205180	Dr. John	Pop/Rock	14.500406
1710	205254	Vic Damone	Vocal	1.888266
1711	205442	Amy Millan	Pop/Rock	9214.363182
1712	205520	Tullycraft	Pop/Rock	12493.06265
1713	205627	Charlie Chaplin	Reggae	66.752117
1714	205838	DragonForce	Pop/Rock	66213.27379
1715	205959	Tycho	Electronic	15158.03985
1716	206167	Dramarama	Pop/Rock	5661.622532
1717	206241	Eurythmics	Pop/Rock	4016.37174
1718	206407	Descendents	Pop/Rock	11797.66704
1719	206465	Type O Negative	Pop/Rock	24857.9806
1720	206538	Charles Lloyd	Jazz	36.80288
1721	206658	Werly Fairburn	Pop/Rock	0
1722	206668	Des'ree	R&B;	4251.182413
1723	206967	Erroll Garner	Jazz	0.25
1724	207127	Ricky Van Shelton	Country	1267.548208
1725	207290	DeVotchKa	Pop/Rock	69157.22846
1726	207360	Dub Pistols	Electronic	10270.18718
1727	207644	The Charlie Daniels Band	Country	0
1728	207735	Charlie Feathers	Pop/Rock	3.750512
1729	208076	Luther Vandross	R&B;	564.958121
1730	208303	Jane Siberry	Pop/Rock	2745.62075
1731	208404	Dexter Gordon	Jazz	3.215261
1732	208582	Lesley Gore	Pop/Rock	15.927154
1733	208774	Janet Jackson	R&B;	1326.617176
1734	208893	Vetiver	Pop/Rock	1580.268454
1735	208997	Rita Coolidge	Pop/Rock	21.606918
1736	209019	Drake Bell	Pop/Rock	14596.36223
1737	209142	George Harrison	Pop/Rock	20.862411
1738	209517	Wilbert Harrison	R&B;	0
1739	209773	Joe Pass	Jazz	2.393249
1740	210142	Lou Ann Barton	Blues	166.60943
1741	210143	Lou Bega	Pop/Rock	177.494128
1742	210276	Wesley Willis	Pop/Rock	33.627101
1743	210323	Joe Tex	R&B;	38.720835
1744	210425	Johnny Thunders & the Heartbreakers	Pop/Rock	911.703958
1745	210512	Janie Fricke	Country	592.961536
1746	210757	Johnny Guarnieri	Jazz	0
1747	210830	Jamie Foxx	R&B;	2510.734325
1748	210991	Destiny's Child	R&B;	10813.00624
1749	211095	UnderÃ¸ath	Pop/Rock	234550.2414
1750	211146	David Lindley	Pop/Rock	117.193898
1751	211197	Dick Gregory	Comedy/Spoken	0
1752	211424	Dick Hyman	Jazz	0.6875
1753	211483	Charlie Haden	Jazz	34.345072
1754	211570	Dianne Reeves	Vocal	45.064346
1755	211578	Jamie Cullum	Pop/Rock	40930.62628
1756	211758	Charlie Parker	Jazz	7.203932
1757	212006	Ricochet	Country	1937.899208
1758	212129	Charlie Palmieri	Latin	0
1759	212131	Ride	Pop/Rock	23548.29615
1760	212200	Jon Hendricks	Vocal	40.85025
1761	212612	Johnny Hartman	Vocal	3.380233
1762	212614	Deodato	Latin	105.719634
1763	212810	Russ Taff	Religious	0
1764	213165	Jan & Dean	Pop/Rock	36.310736
1765	213212	Janis Ian	Pop/Rock	192.292041
1766	213273	Joey McIntyre	Pop/Rock	0
1767	213510	Johnny Griffin	Jazz	27.023476
1768	213561	David Guetta	Electronic	13297.14806
1769	213590	Joe Williams	Vocal	1.74716
1770	213921	Less Than Jake	Pop/Rock	28654.06837
1771	214162	Vince Gill	Country	2809.716686
1772	214383	U.K.	Pop/Rock	554.675976
1773	214546	John Abercrombie	Jazz	104.352945
1774	214580	Dimmu Borgir	Pop/Rock	32730.57366
1775	214593	David Gray	Pop/Rock	11504.66731
1776	215041	The Jon Spencer Blues Explosion	Pop/Rock	410.248043
1777	215058	Jars of Clay	Pop/Rock	34484.18304
1778	215296	Rilo Kiley	Pop/Rock	52087.59073
1779	215513	Ciara	R&B;	12731.43864
1780	215997	Carla Bruni	Pop/Rock	3648.724583
1781	216212	John Cooper Clarke	Pop/Rock	0
1782	216294	John Coltrane Quartet	Jazz	45.637032
1783	216348	Javier SolÃ­s	Latin	0
1784	216586	John Conlee	Country	3.250451
1785	216846	Jane Birkin	Pop/Rock	9.711186
1786	216986	David Morales	Electronic	0
1787	217344	Dido	Pop/Rock	53101.99097
1788	217622	Japan	Pop/Rock	3084.379699
1789	217641	M. Ward	Pop/Rock	61121.31656
1790	217792	Ringo Starr	Pop/Rock	106.612535
1791	217963	John D. Loudermilk	Pop/Rock	0.662109
1792	217994	Life Without Buildings	Pop/Rock	6377.88554
1793	218473	Umphrey's McGee	Pop/Rock	24263.12431
1794	218709	Jonathan Butler	Jazz	222.115352
1795	218885	Horace Andy	Reggae	15.132024
1796	218994	John Anderson	Country	703.658873
1797	219021	Luiz BonfÃ¡	Latin	2.26751
1798	219203	U2	Pop/Rock	8169.043826
1799	219243	VinÃ­cius de Moraes	Latin	1.159712
1800	219287	Jane Olivor	Vocal	2.993577
1801	219334	I-Roy	Reggae	94.033175
1802	219428	Uncle Kracker	Pop/Rock	57840.37605
1803	219483	Dinosaur Jr.	Pop/Rock	27572.975
1804	219655	Little River Band	Pop/Rock	521.938154
1805	219966	Vision of Disorder	Pop/Rock	202326.9548
1806	220024	Vitalic	Electronic	103.213546
1807	220312	Jorge Negrete	Latin	0
1808	220403	Hombres G	Latin	2998.594374
1809	220946	David Houston	Country	6.045381
1810	221059	Jason Mraz	Pop/Rock	65196.72707
1811	221426	Hot Action Cop	Pop/Rock	2454.504105
1812	221445	Machine Head	Pop/Rock	114531.0512
1813	221603	John Hartford	Country	12.184714
1814	221660	John Handy	Jazz	20.456907
1815	221803	UNKLE	Electronic	23407.63137
1816	221844	Rusted Root	Pop/Rock	2128.371136
1817	221894	MFSB	R&B;	98.405587
1818	222153	Hot Hot Heat	Pop/Rock	53973.86076
1819	222351	Dead Moon	Pop/Rock	3827.238091
1820	222387	M.I.A.	Pop/Rock	6996.740826
1821	222436	David Lee Roth	Pop/Rock	5215.3755
1822	222601	Hot Rize	Country	4.094964
1823	222748	Vixen	Pop/Rock	892.056375
1824	222927	Uncle Tupelo	Pop/Rock	19542.79625
1825	222959	MC 900 Ft. Jesus	Pop/Rock	3867.6931
1826	222974	MDC	Pop/Rock	7382.597098
1827	223054	John Fahey	Folk	4.246658
1828	223197	Hot Water Music	Pop/Rock	74620.59211
1829	223523	Dead Meadow	Pop/Rock	44614.89149
1830	223627	John Frusciante	Pop/Rock	3849.893547
1831	223683	Machel Montano	Reggae	1.209776
1832	223701	John McLaughlin	Jazz	104.93638
1833	223861	Bloc Party	Pop/Rock	93830.84994
1834	224186	John Mellencamp	Pop/Rock	1531.772288
1835	224294	John Fogerty	Pop/Rock	325.592468
1836	224345	Vitamin C	Pop/Rock	12761.3995
1837	224638	John Cale	Pop/Rock	233.224433
1838	224925	Joseph Arthur	Pop/Rock	32847.18547
1839	225389	Jay McShann	Jazz	0
1840	225607	Lizz Wright	Jazz	691.402021
1841	225690	Jeff Foxworthy	Comedy/Spoken	12.583307
1842	225754	Hound Dog Taylor	Blues	0.907495
1843	225930	Liz Phair	Pop/Rock	42588.64231
1844	225944	Shadow	International	1.209776
1845	225948	Dead Can Dance	Pop/Rock	5180.768229
1846	226331	John Entwistle	Pop/Rock	1.367041
1847	226380	Lee Morgan	Jazz	103.746778
1848	226420	Vivian Green	R&B;	1898.33827
1849	226556	Dead or Alive	Pop/Rock	470.571728
1850	226908	Big John Patton	Jazz	14.137741
1851	227088	Deana Carter	Country	5641.168459
1852	227487	John Gorka	Folk	1616.703607
1853	227527	Flatt & Scruggs	Country	13.081687
1854	227697	Robbie Williams	Pop/Rock	63655.80978
1855	227708	Walter Hawkins	Religious	1.89075
1856	227776	Lee Konitz	Jazz	18.376273
1857	228058	Lonnie Liston Smith	Jazz	119.174247
1858	228087	Zoot Sims	Jazz	19.651243
1859	228099	Howard Jones	Pop/Rock	11878.22269
1860	228180	Howard Huntsberry	R&B;	2.308056
1861	228266	Jeff Lynne	Pop/Rock	190.625486
1862	228299	Jean-Luc Ponty	Jazz	91.940055
1863	228323	Death	Pop/Rock	17055.47011
1864	228371	Death in June	Pop/Rock	1499.748046
1865	228444	Lee Ritenour	Jazz	28.230906
1866	228714	Mario Lanza	Vocal	0
1867	228889	Jobriath	Pop/Rock	367.528381
1868	229157	Magazine	Pop/Rock	3375.407287
1869	230105	Howard Stern	Comedy/Spoken	90.374532
1870	230111	David Wilcox	Folk	334.094093
1871	230244	Local H	Pop/Rock	45350.91845
1872	230297	Walk the Moon	Pop/Rock	4049.56817
1873	230667	Zucchero	Pop/Rock	33.052692
1874	230784	Lord Creator	Reggae	0
1875	230845	Death Angel	Pop/Rock	23492.46692
1876	230886	Roaring Lion	International	0.627468
1877	230963	John P. Kee	Religious	349.393513
1878	231013	Marisela	Latin	10.912663
1879	231225	The Wannadies	Pop/Rock	8024.254121
1880	231342	Deee-Lite	Pop/Rock	1728.876748
1881	231397	Lil' Mo	R&B;	5697.201259
1882	231645	Jean Ritchie	Folk	0.796875
1883	232480	John Williams	Stage & Screen	143.707035
1884	232564	John Lennon	Pop/Rock	91.93827
1885	232598	Days of the New	Pop/Rock	58236.17418
1886	232701	Jeannie C. Riley	Country	15.377014
1887	232869	Macy Gray	R&B;	4183.942372
1888	233035	Debbie Reynolds	Vocal	0.5
1889	233066	Lou Reed	Pop/Rock	167.049433
1890	233136	Josh Ritter	Pop/Rock	30926.68499
1891	233147	Howie Day	Pop/Rock	64816.74159
1892	233228	Lou Rawls	R&B;	23.997965
1893	233300	Hugh Mundell	Reggae	35.044514
1894	233862	Mahavishnu Orchestra	Jazz	129.920049
1895	234192	John Kay	Pop/Rock	141.10694
1896	234325	Loretta Lynn	Country	8.83867
1897	234374	Hubert Laws	Jazz	132.871281
1898	234488	Del McCoury	Country	8.242301
1899	234647	Deborah Cox	R&B;	301.652515
1900	234844	Debbie Harry	Pop/Rock	445.832682
1901	235169	Rob Zombie	Pop/Rock	41524.8071
1902	235881	Wardell Gray	Jazz	2.420063
1903	235923	Leif Garrett	Pop/Rock	295.82919
1904	236287	Maddy Prior	International	58.142974
1905	237205	Madonna	Pop/Rock	27381.95162
1906	237517	Lee Hazlewood	Country	10.928607
1907	237668	Deacon Blue	Pop/Rock	2093.374555
1908	237773	Mark Ronson	Pop/Rock	10054.5783
1909	238115	Sam Cooke	R&B;	2.569639
1910	238245	Denis Leary	Comedy/Spoken	1.799466
1911	238297	Delta 5	Pop/Rock	3046.638011
1912	238440	Robert Fripp	Pop/Rock	62.525652
1913	238495	John Mayall	Blues	28.664646
1914	238506	John Mayall & the Bluesbreakers	Blues	0
1915	238686	Robin Thicke	R&B;	7014.687075
1916	238968	Johnny Hates Jazz	Pop/Rock	1132.265222
1917	239638	Johnny Jenkins	Blues	5.133224
1918	239655	Sandi Patty	Religious	68.796556
1919	239827	John Mayer	Pop/Rock	90691.51408
1920	239859	Leonard Bernstein	Classical	0
1921	239921	Depeche Mode	Pop/Rock	10911.88615
1922	239961	Johnny Kidd & the Pirates	Pop/Rock	19.907567
1923	240009	Johnny "Big Moose" Walker	Blues	1.712685
1924	240081	Sandie Shaw	Pop/Rock	45.842677
1925	240252	Juan Gabriel	Latin	78.365316
1926	240267	Johnny Lee	Country	2.573834
1927	240311	Link Wray	Pop/Rock	8.81606
1928	240503	Leon Redbone	Pop/Rock	4.994307
1929	240665	Jeff Buckley	Pop/Rock	73236.78447
1930	240865	Jeff Beck	Pop/Rock	65.794711
1931	240923	Sam Phillips	Pop/Rock	2265.345352
1932	241004	Salaam Remi	R&B;	33.846116
1933	241635	Dennis DeYoung	Pop/Rock	1410.275778
1934	241650	Lemon Jelly	Electronic	50518.4636
1935	241724	The Rockets	Pop/Rock	1387.396351
1936	241813	Johnny Burnette	Pop/Rock	0
1937	242211	Saliva	Pop/Rock	142328.7321
1938	242473	Johnny Adams	Blues	35.527602
1939	242511	Johnny "Guitar" Watson	Blues	5.66326
1940	242578	Razorlight	Pop/Rock	79017.89075
1941	242861	Dennis Brown	Reggae	129.386002
1942	242949	Wayman Tisdale	Jazz	574.896176
1943	242966	Lennie Tristano	Jazz	0.798107
1944	243008	Weezer	Pop/Rock	112768.5173
1945	243012	Rockpile	Pop/Rock	258.999722
1946	243238	Johnny Clegg	International	508.656149
1947	243418	Wayne Hancock	Country	1413.606259
1948	243474	Lionel Richie	R&B;	71.000593
1949	243527	Weather Report	Jazz	62.593538
1950	243777	LÃ©o FerrÃ©	Vocal	0
1951	243812	Leon Ware	R&B;	26.496173
1952	244048	Sammie	R&B;	2856.394642
1953	244073	Samiam	Pop/Rock	4919.110177
1954	244406	Johnny Mercer	Vocal	0
1955	244537	Wendy & Lisa	Pop/Rock	792.897104
1956	244608	The Derek Trucks Band	Pop/Rock	4115.964684
1957	244711	Johnny Maestro	R&B;	0
1958	245019	Sandy Denny	Folk	251.212906
1959	245039	Vassar Clements	Country	45.076967
1960	245133	Robert Klein	Comedy/Spoken	0
1961	245250	Juanes	Latin	31339.09159
1962	245292	Rodney Dangerfield	Comedy/Spoken	0.25
1963	245489	Deuter	New Age	0
1964	245513	Liquid Tension Experiment	Pop/Rock	12517.95038
1965	245534	Johnny Rodriguez	Country	25.471895
1966	245760	Les McCann	Jazz	30.325225
1967	245992	Johnny Smith	Jazz	1.181191
1968	246022	Merle Travis	Country	0.967271
1969	246032	Devendra Banhart	Pop/Rock	13155.79147
1970	246127	Les Nubians	R&B;	550.008076
1971	246169	Whiskeytown	Pop/Rock	36002.81527
1972	246487	Lenny White	Jazz	93.066312
1973	246611	Judas Priest	Pop/Rock	3026.690333
1974	246628	Johnny Nash	R&B;	0.89241
1975	246768	Derrick Morgan	Reggae	0
1976	246885	Johnny Mathis	Vocal	10.974319
1977	246960	Wham!	Pop/Rock	2229.656717
1978	247004	Roberto Torres	Latin	0
1979	247065	Destroyer	Pop/Rock	698.267506
1980	247545	Robin Guthrie	Pop/Rock	3547.355463
1981	247699	We Are Scientists	Pop/Rock	52549.86484
1982	247824	Lisa Lisa	R&B;	7094.102136
1983	247963	Love Battery	Pop/Rock	1491.29968
1984	247966	Julie London	Vocal	3.055911
1985	248392	Wes Montgomery	Jazz	22.045145
1986	248452	Johnny Pacheco	Latin	1.338961
1987	248798	Judee Sill	Pop/Rock	49.457702
1988	248885	Lisandro Meza	Latin	0
1989	248916	Johnny Osbourne	Reggae	0
1990	248920	Sara Evans	Country	20283.15581
1991	249175	Les Baxter	Easy Listening	0.5
1992	249303	Wet Willie	Pop/Rock	8.110315
1993	249420	Judy Henske	Folk	0.25
1994	249444	Grupo Mojado	Latin	2029.692067
1995	249528	DevilDriver	Pop/Rock	72092.73212
1996	249973	Devo	Pop/Rock	4684.636258
1997	250435	Wayne Shorter	Jazz	109.004931
1998	250798	White Town	Electronic	6819.340499
1999	250976	Low	Pop/Rock	19029.26228
2000	251033	Pedro the Lion	Pop/Rock	5121.301197
2001	251206	Julie Roberts	Country	13748.75437
2002	251210	Pee Wee Crayton	Blues	0.740339
2003	251361	Dexys Midnight Runners	Pop/Rock	3551.074572
2004	251375	Johnny Paycheck	Country	5.935766
2005	251437	People Like Us	Electronic	177.237297
2006	251474	Junior Byles	Reggae	0
2007	251491	Leo Sayer	Pop/Rock	812.746102
2008	251595	Whitesnake	Pop/Rock	3090.736974
2009	251604	Diamond Head	Pop/Rock	3846.446948
2010	251851	Joi	R&B;	148.168555
2011	251925	Wayne Smith	Reggae	393.111801
2012	252026	Junior Mance	Jazz	6.035125
2013	252184	Johnny Thunders	Pop/Rock	690.809982
2014	252315	Diana King	Reggae	7802.564255
2015	252495	Wayne Newton	Vocal	9.099771
2016	252509	Leon Haywood	R&B;	1.626101
2017	252513	Wayne Watson	Pop/Rock	252.895258
2018	253076	Scooter	Electronic	2329.984881
2019	253137	Junior Senior	Pop/Rock	9344.19556
2020	253142	Scott Walker	Pop/Rock	42.471511
2021	253232	Junior Vasquez	Electronic	116.24744
2022	253296	Leroy Van Dyke	Country	0.46875
2023	253397	Dick Gaughan	International	0.549805
2024	253408	White Lion	Pop/Rock	10684.1722
2025	253457	Dick Haymes	Vocal	0
2026	253657	JoJo	Pop/Rock	79958.16464
2027	253734	Johnny Gill	R&B;	677.570697
2028	253861	Jon Anderson	Pop/Rock	59.856958
2029	253914	Wayne Toups	International	5.687446
2030	254083	Wayne Wonder	Reggae	1324.737269
2031	254215	Wilco	Pop/Rock	14717.33446
2032	254411	The Academy Is...	Pop/Rock	238070.2362
2033	254535	Jon Lucien	Vocal	102.20345
2034	254556	Roger Waters	Pop/Rock	0
2035	254827	Diamond Rio	Country	2368.947589
2036	254972	Julee Cruise	Pop/Rock	590.882025
2037	255051	RÃ³isÃ­n Murphy	Pop/Rock	480.740627
2038	255210	Diana Krall	Jazz	365.503267
2039	255268	Lucky Dube	Reggae	555.671191
2040	255347	Savatage	Pop/Rock	4253.991486
2041	255371	Leslie West	Pop/Rock	0
2042	255377	Pepper Adams	Jazz	14.068095
2043	255576	Honeymoon Suite	Pop/Rock	3669.276002
2044	255704	Pegboy	Pop/Rock	9514.068386
2045	255733	Johnny Hallyday	Pop/Rock	14.858478
2046	255770	Wilbur Ware	Jazz	0
2047	255887	Level 42	Pop/Rock	826.339068
2048	256349	Peggy Lee	Vocal	3.087148
2049	256482	Diane Schuur	Vocal	7.262923
2050	256528	Lucy Pearl	R&B;	349.208407
2051	256557	Department S	Pop/Rock	527.779788
2052	256575	Percy Heath	Jazz	0
2053	256831	Levi Stubbs	R&B;	0
2054	256951	Say Anything	Pop/Rock	177535.5044
2055	256974	Wild Cherry	R&B;	270.159815
2056	257141	Widespread Panic	Pop/Rock	2068.106624
2057	257160	Jon Brion	Pop/Rock	2670.412828
2058	257364	Justin Adams	R&B;	3.405981
2059	257544	Van der Graaf Generator	Pop/Rock	555.94141
2060	257787	Little Big Town	Country	6270.487962
2061	258000	T-Pain	R&B;	5597.579495
2062	258090	Scott LaFaro	Jazz	0
2063	258430	Pennywise	Pop/Rock	49396.99577
2064	258514	Jordan Rudess	Pop/Rock	220.393744
2065	258567	Dillinger Four	Pop/Rock	53321.72711
2066	258741	Jon B.	R&B;	2161.86774
2067	258882	Jon Secada	R&B;	796.52011
