id,clust_coef,name,genre
306,0.488889,Andrew Hill,Jazz
558,0.488889,The Field Mice,Pop/Rock
1365,0.488889,Elvis Crespo,Latin
1438,0.488889,Tuxedomoon,Pop/Rock
2026,0.488889,JoJo,Pop/Rock
2698,0.488889,Randy Rhoads,Pop/Rock
3676,0.488889,Jack's Mannequin,Pop/Rock
4854,0.488889,Bat for Lashes,Pop/Rock
5346,0.488889,K. Michelle,R&B;
3906,0.487395,Trisha Yearwood,Country
866,0.487179,Kreator,Pop/Rock
1947,0.487179,Wayne Hancock,Country
3882,0.487179,Paul Carrack,Pop/Rock
4779,0.487179,Relient K,Pop/Rock
2743,0.486022,Reba McEntire,Country
3261,0.486022,7 Seconds,Pop/Rock
4117,0.485714,Iron Butterfly,Pop/Rock
673,0.485507,The House of Love,Pop/Rock
3699,0.485507,Manowar,Pop/Rock
452,0.484848,The Lost Trailers,Country
607,0.484848,Bobby Charles,Pop/Rock
3804,0.484848,Ane Brun,Pop/Rock
3901,0.484848,Skeeter Davis,Country
4556,0.484848,Lorraine Ellison,R&B;
2,0.484211,P.O.D.,Pop/Rock
3751,0.484211,Yellowman,Reggae
879,0.48366,Coheed and Cambria,Pop/Rock
2621,0.48366,Mastodon,Pop/Rock
2891,0.48366,A Perfect Circle,Pop/Rock
3821,0.48366,Kellie Pickler,Country
1688,0.483516,Derek Trucks,Pop/Rock
2974,0.483516,Our Lady Peace,Pop/Rock
3586,0.483516,George Russell,Jazz
3828,0.483516,Grant Green,Jazz
4530,0.483516,Hothouse Flowers,Pop/Rock
930,0.483333,The Creation,Pop/Rock
1745,0.483333,Janie Fricke,Country
3200,0.483333,MaxÃ¯mo Park,Pop/Rock
4175,0.483333,Lagwagon,Pop/Rock
1545,0.48,Arcade Fire,Pop/Rock
2481,0.478632,Mercyful Fate,Pop/Rock
3619,0.478261,Gary Allan,Country
740,0.477273,Jimmy Page,Pop/Rock
112,0.47619,Shawn Mullins,Pop/Rock
168,0.47619,Tears for Fears,Pop/Rock
211,0.47619,Stephen Marley,Reggae
322,0.47619,Silk,R&B;
844,0.47619,Labradford,Pop/Rock
852,0.47619,Conflict,Pop/Rock
1012,0.47619,Jacques Dutronc,Pop/Rock
1038,0.47619,Richard Swift,Pop/Rock
1089,0.47619,Jai Uttal,New Age
1261,0.47619,Gary Peacock,Jazz
1278,0.47619,Take 6,Religious
1495,0.47619,Flaco JimÃ©nez,Latin
1647,0.47619,Cassandra Wilson,Vocal
2021,0.47619,Junior Vasquez,Electronic
2049,0.47619,Diane Schuur,Vocal
2177,0.47619,Rosanne Cash,Country
2272,0.47619,Sammy Kershaw,Country
2348,0.47619,Venom,Pop/Rock
2384,0.47619,Matchbook Romance,Pop/Rock
2503,0.47619,Ray Stevens,Country
2603,0.47619,Koko Taylor,Blues
2636,0.47619,Negative Approach,Pop/Rock
2665,0.47619,Michael Franks,Vocal
2672,0.47619,Restless Heart,Country
2688,0.47619,Michelle Williams,Religious
2818,0.47619,Michael Crawford,Stage & Screen
2923,0.47619,The Witnesses,Pop/Rock
3007,0.47619,Mindy McCready,Country
3334,0.47619,Ace,Pop/Rock
3434,0.47619,Atomic Rooster,Pop/Rock
3487,0.47619,Brian Blade,Jazz
3693,0.47619,Goldie,Electronic
3754,0.47619,Wynn Stewart,Country
4151,0.47619,Israel Houghton,Religious
5072,0.47619,Dan Bern,Pop/Rock
5150,0.47619,Fleet Foxes,Pop/Rock
5372,0.47619,BJ the Chicago Kid,R&B;
2288,0.473846,Procol Harum,Pop/Rock
2970,0.473846,Monica,R&B;
1123,0.472906,The Beau Brummels,Pop/Rock
386,0.472727,Sweet Honey in the Rock,Religious
2027,0.472727,Johnny Gill,R&B;
2279,0.472727,Prince Far I,Reggae
2902,0.472727,Midtown,Pop/Rock
4178,0.472727,Aqualung,Pop/Rock
5131,0.472727,The Red Jumpsuit Apparatus,Pop/Rock
1610,0.470588,The Maddox Brothers & Rose,Country
2188,0.470588,Sam Bush,Country
3171,0.470588,Jonas Brothers,Pop/Rock
3447,0.470588,Ash,Pop/Rock
5046,0.470588,Hank Williams III,Country
5201,0.470588,112,R&B;
224,0.467836,The Apples in Stereo,Pop/Rock
3759,0.467836,Yello,Electronic
229,0.467692,Skid Row,Pop/Rock
808,0.467692,Biohazard,Pop/Rock
2180,0.467236,Lorrie Morgan,Country
1167,0.467023,The Cult,Pop/Rock
1328,0.466667,Eartha Kitt,Vocal
1882,0.466667,Jean Ritchie,Folk
2898,0.466667,a-ha,Pop/Rock
3038,0.466667,Art Farmer,Jazz
3716,0.466667,Manfred Mann,Pop/Rock
3861,0.466667,Alison Krauss,Country
4011,0.466667,Beres Hammond,Reggae
4014,0.466667,Blind Faith,Pop/Rock
4238,0.466667,Extreme,Pop/Rock
1306,0.465909,Sham 69,Pop/Rock
4702,0.463768,Mary Chapin Carpenter,Country
315,0.463158,Sick of It All,Pop/Rock
343,0.463158,Snow Patrol,Pop/Rock
589,0.461538,The Greenhornes,Pop/Rock
1166,0.461538,Joe Henderson,Jazz
1603,0.461538,Galactic,Pop/Rock
2011,0.461538,Wayne Smith,Reggae
2090,0.461538,Sean Paul,Reggae
2795,0.461538,Ozomatli,Pop/Rock
2912,0.461538,The Whispers,R&B;
3047,0.461538,Miranda Lambert,Country
3473,0.461538,The Breeders,Pop/Rock
3595,0.461538,Gerald Levert,R&B;
3777,0.461538,Dave Hollister,R&B;
4313,0.461538,Elvin Bishop,Pop/Rock
4567,0.461538,Rocket from the Crypt,Pop/Rock
110,0.460504,Travis,Pop/Rock
3651,0.460317,Godsmack,Pop/Rock
4880,0.460317,The Undertones,Pop/Rock
1280,0.46,Discharge,Pop/Rock
1546,0.45977,Gary Stewart,Country
3718,0.458498,Wishbone Ash,Pop/Rock
4498,0.458128,White Zombie,Pop/Rock
4914,0.457516,Mogwai,Pop/Rock
1376,0.457143,Dru Hill,R&B;
1674,0.457143,Gene Simmons,Pop/Rock
2148,0.457143,Hoyt Axton,Country
3556,0.457143,George Carlin,Comedy/Spoken
4152,0.457143,Israel Vibration,Reggae
4483,0.457143,Warren Zevon,Pop/Rock
2137,0.45614,Howard Hewett,R&B;
2162,0.45614,Lonestar,Country
3119,0.45614,Built to Spill,Pop/Rock
4638,0.45614,Jerry Jeff Walker,Country
463,0.455882,The Fixx,Pop/Rock
496,0.455882,Bob Mould,Pop/Rock
1833,0.455882,Bloc Party,Pop/Rock
4216,0.455882,Laurie Anderson,Avant-Garde
4373,0.455882,Lynn Anderson,Country
4577,0.455882,Loverboy,Pop/Rock
5107,0.455882,World Party,Pop/Rock
1075,0.455385,Shabba Ranks,Reggae
433,0.454545,Atreyu,Pop/Rock
1629,0.454545,Grace Slick,Pop/Rock
1792,0.454545,Life Without Buildings,Pop/Rock
1801,0.454545,I-Roy,Reggae
2822,0.454545,Michael McDonald,Pop/Rock
2871,0.454545,Mika,Pop/Rock
3039,0.454545,Mother Love Bone,Pop/Rock
3124,0.454545,Girls Aloud,Pop/Rock
4200,0.454545,Leela James,R&B;
4731,0.454545,McFly,Pop/Rock
4416,0.453333,Joe Walsh,Pop/Rock
636,0.452632,Billy Ray Cyrus,Country
1731,0.452632,Dexter Gordon,Jazz
1915,0.452632,Robin Thicke,R&B;
4913,0.450593,The Standells,Pop/Rock
3264,0.450216,The Troggs,Pop/Rock
1250,0.450142,Bathory,Pop/Rock
661,0.45,Insane Clown Posse,Pop/Rock
752,0.45,Chely Wright,Country
2830,0.45,Michael Nesmith,Pop/Rock
4250,0.45,Tony! Toni! TonÃ©!,R&B;
4685,0.45,Powderfinger,Pop/Rock
5044,0.45,Gin Blossoms,Pop/Rock
3416,0.449275,Al B. Sure!,R&B;
1654,0.449231,The Dream Syndicate,Pop/Rock
685,0.447619,Black Uhuru,Reggae
3066,0.446667,Air Supply,Pop/Rock
3621,0.446667,Grandaddy,Pop/Rock
67,0.444444,Sparta,Pop/Rock
372,0.444444,The Blues Project,Pop/Rock
406,0.444444,Berlin,Pop/Rock
687,0.444444,Kenny Clarke,Jazz
1050,0.444444,Jackie Paris,Vocal
1056,0.444444,Trey Songz,R&B;
1152,0.444444,The Dramatics,R&B;
1457,0.444444,Rise Against,Pop/Rock
1624,0.444444,Lee Ann Womack,Country
1681,0.444444,Ty Herndon,Country
1712,0.444444,Tullycraft,Pop/Rock
1948,0.444444,Lionel Richie,R&B;
1975,0.444444,Derrick Morgan,Reggae
2119,0.444444,Celtic Woman,International
2219,0.444444,Roberto Menescal,Latin
2386,0.444444,Jeri Southern,Vocal
2453,0.444444,Jerry Rivera,Latin
2622,0.444444,Chiodos,Pop/Rock
3169,0.444444,The Gaslight Anthem,Pop/Rock
3176,0.444444,Miley Cyrus,Pop/Rock
3840,0.444444,Fourplay,Jazz
4016,0.444444,Great Lake Swimmers,Pop/Rock
4058,0.444444,Bobby Watson,Jazz
4072,0.444444,Bolt Thrower,Pop/Rock
4176,0.444444,Cracker,Pop/Rock
4320,0.444444,Elizeth Cardoso,Latin
4443,0.444444,Wade Bowen,Country
4655,0.444444,Phil Woods,Jazz
4733,0.444444,Maxi Priest,Reggae
4739,0.444444,Augustana,Pop/Rock
4986,0.444444,Musiq Soulchild,R&B;
4988,0.444444,Heather Headley,R&B;
5060,0.444444,Hanson,Pop/Rock
5161,0.444444,Demi Lovato,Pop/Rock
5389,0.444444,Frank Ocean,R&B;
5441,0.444444,Mac DeMarco,Pop/Rock
5477,0.444444,TGT,R&B;
3372,0.44359,Mott the Hoople,Pop/Rock
1724,0.443077,Ricky Van Shelton,Country
1194,0.442688,Faron Young,Country
2007,0.441558,Leo Sayer,Pop/Rock
1382,0.441176,Ben Kweller,Pop/Rock
1426,0.441176,Don Byas,Jazz
1684,0.441176,Westlife,Pop/Rock
717,0.43956,Billy Joe Royal,Country
1938,0.43956,Johnny Adams,Blues
1951,0.43956,Leon Ware,R&B;
1984,0.43956,Julie London,Vocal
3207,0.43956,Jason Isbell,Pop/Rock
3346,0.43956,The Weakerthans,Pop/Rock
3670,0.43956,The Cribs,Pop/Rock
4682,0.43956,Porcupine Tree,Pop/Rock
4680,0.438746,Marshall Crenshaw,Pop/Rock
3134,0.43871,Buckcherry,Pop/Rock
703,0.438095,Boyzone,Pop/Rock
3020,0.438095,'Til Tuesday,Pop/Rock
3478,0.438095,Mya,R&B;
3784,0.438095,Yolanda Adams,Religious
568,0.437247,Kenny Chesney,Country
1565,0.436364,Flogging Molly,Pop/Rock
1911,0.436364,Delta 5,Pop/Rock
2667,0.436364,Be Your Own Pet,Pop/Rock
3531,0.436364,Strawberry Alarm Clock,Pop/Rock
4099,0.436364,Idina Menzel,Vocal
217,0.435897,Skindred,Pop/Rock
233,0.435897,Paula Cole,Pop/Rock
2850,0.435897,Klaxons,Pop/Rock
2922,0.435897,Sugarland,Country
3393,0.435897,Morphine,Pop/Rock
3450,0.435897,Ashlee Simpson,Pop/Rock
3721,0.435897,Day26,R&B;
4369,0.435897,Dream Theater,Pop/Rock
5558,0.435897,That Poppy,Pop/Rock
226,0.435484,Sleater-Kinney,Pop/Rock
4109,0.434783,King's X,Pop/Rock
4212,0.433333,James McMurtry,Pop/Rock
4401,0.433333,Lyres,Pop/Rock
1796,0.433048,John Anderson,Country
3851,0.4329,Alien Sex Fiend,Pop/Rock
554,0.432749,Bobby Bare,Country
1730,0.432749,Jane Siberry,Pop/Rock
1744,0.432749,Johnny Thunders & the Heartbreakers,Pop/Rock
2491,0.431579,Roy Harper,Pop/Rock
442,0.431373,Simple Minds,Pop/Rock
2699,0.431373,Opeth,Pop/Rock
2975,0.431373,Three Days Grace,Pop/Rock
121,0.428571,Trans-Siberian Orchestra,Classical
138,0.428571,Alpha,Electronic
369,0.428571,Angelo Badalamenti,Stage & Screen
513,0.428571,Harold Arlen,Stage & Screen
538,0.428571,The Hooters,Pop/Rock
561,0.428571,Bob Dorough,Vocal
887,0.428571,Krokus,Pop/Rock
1039,0.428571,The Disco Biscuits,Pop/Rock
1180,0.428571,Cut Copy,Pop/Rock
1232,0.428571,Carolyn Hester,Folk
2001,0.428571,Julie Roberts,Country
2067,0.428571,Jon Secada,R&B;
2278,0.428571,Rufus,R&B;
2507,0.428571,Pirates of the Mississippi,Country
2757,0.428571,The Expendables,Pop/Rock
2927,0.428571,Ingrid Michaelson,Pop/Rock
3685,0.428571,Hazel Dickens,Folk
3694,0.428571,Hella,Pop/Rock
3740,0.428571,Winger,Pop/Rock
4367,0.428571,The Dream Academy,Pop/Rock
4846,0.428571,The Smothers Brothers,Comedy/Spoken
4915,0.428571,Aaron Carter,Pop/Rock
5067,0.428571,Gorilla Biscuits,Pop/Rock
5103,0.428571,Alter Bridge,Pop/Rock
5176,0.428571,Sonny Boy Williamson I,Blues
5499,0.428571,George Ezra,Pop/Rock
731,0.426877,Ian Hunter,Pop/Rock
2185,0.426877,Robert Earl Keen,Folk
1069,0.426471,Clarence "Gatemouth" Brown,Blues
3608,0.426471,Guitar Slim,Blues
4444,0.426471,Kenny Wayne Shepherd,Pop/Rock
236,0.424242,Paulina Rubio,Latin
939,0.424242,Chris Whitley,Pop/Rock
1146,0.424242,Barrington Levy,Reggae
1997,0.424242,Wayne Shorter,Jazz
2629,0.424242,R. Stevie Moore,Pop/Rock
2815,0.424242,Meshuggah,Pop/Rock
2844,0.424242,Omarion,R&B;
4171,0.424242,Cradle of Filth,Pop/Rock
4720,0.424242,Brett Dennen,Pop/Rock
2739,0.422989,Mercury Rev,Pop/Rock
1134,0.420202,Tammy Wynette,Country
1177,0.419981,The Darkness,Pop/Rock
2458,0.419048,CÃ©u,Latin
2469,0.419048,Ray Barretto,Latin
3338,0.419048,Ace Frehley,Pop/Rock
3454,0.419048,Tom Morello,Pop/Rock
4036,0.419048,The Cheetah Girls,Pop/Rock
4597,0.419048,Percy Sledge,R&B;
4794,0.419048,Ric Ocasek,Pop/Rock
10,0.418972,Pam Tillis,Country
2442,0.418462,Ronnie Milsap,Country
4441,0.418462,John Hiatt,Pop/Rock
1387,0.418301,Lush,Pop/Rock
1966,0.418301,Les McCann,Jazz
4797,0.418301,The Olivia Tremor Control,Pop/Rock
729,0.417582,The Jordanaires,Country
2474,0.417582,Roscoe Holcomb,Folk
3419,0.417582,Mulgrew Miller,Jazz
4049,0.417582,Bill Charlap,Jazz
739,0.417112,The Jayhawks,Pop/Rock
669,0.416667,Billy Fury,Pop/Rock
1394,0.416667,Frankie Paul,Reggae
505,0.415385,Blue Cheer,Pop/Rock
2031,0.415323,Wilco,Pop/Rock
4232,0.413793,Beenie Man,Reggae
1657,0.413333,Johnny Horton,Country
3034,0.413043,The Soft Boys,Pop/Rock
3112,0.412955,Brooks & Dunn,Country
241,0.412879,Slim Harpo,Blues
1375,0.412308,Fear Factory,Pop/Rock
624,0.411765,The Clovers,R&B;
1407,0.411765,Carla Thomas,R&B;
1890,0.411765,Josh Ritter,Pop/Rock
2013,0.411067,Johnny Thunders,Pop/Rock
427,0.410256,Silverchair,Pop/Rock
902,0.410256,James Carr,R&B;
2796,0.410256,Matt Costa,Pop/Rock
2916,0.410256,The Move,Pop/Rock
3972,0.410256,Silver Jews,Pop/Rock
4477,0.410256,DeBarge,R&B;
4593,0.410256,June Christy,Vocal
4610,0.410256,Vanessa Carlton,Pop/Rock
5147,0.410256,Donna the Buffalo,Pop/Rock
107,0.409982,Tanya Tucker,Country
1359,0.409673,Twisted Sister,Pop/Rock
163,0.409524,...And You Will Know Us by the Trail of Dead,Pop/Rock
1292,0.409524,Taking Back Sunday,Pop/Rock
1819,0.409524,Dead Moon,Pop/Rock
90,0.409357,Sheena Easton,Pop/Rock
3923,0.409357,ThalÃ­a,Latin
2228,0.408602,Rodney Crowell,Country
1913,0.407729,John Mayall,Blues
1901,0.407258,Rob Zombie,Pop/Rock
798,0.406926,Chris Rea,Pop/Rock
1173,0.406926,Dead Boys,Pop/Rock
1939,0.406926,Johnny "Guitar" Watson,Blues
3389,0.406926,Tindersticks,Pop/Rock
4476,0.406926,Leon Russell,Pop/Rock
3201,0.406154,Hatebreed,Pop/Rock
4424,0.406061,Ultravox,Pop/Rock
2768,0.405797,The Psychedelic Furs,Pop/Rock
3570,0.405797,Burning Spear,Reggae
4429,0.405797,Jane Monheit,Vocal
1384,0.405229,Eddie Floyd,R&B;
1596,0.404301,Celtic Frost,Pop/Rock
3866,0.403941,Steel Pulse,Reggae
3989,0.403226,The Blasters,Pop/Rock
5040,0.403226,Canned Heat,Pop/Rock
4936,0.403162,Thomas Dolby,Pop/Rock
4399,0.402116,Ruth Brown,R&B;
14,0.4,Alfred Newman,Stage & Screen
122,0.4,Sister Hazel,Pop/Rock
123,0.4,Tasmin Archer,R&B;
192,0.4,Tribal Tech,Jazz
260,0.4,Sloan,Pop/Rock
265,0.4,Tevin Campbell,R&B;
286,0.4,Tex Williams,Country
356,0.4,Sonny Terry,Blues
362,0.4,Steve Roach,New Age
455,0.4,Bob Brookmeyer,Jazz
458,0.4,The Manhattans,R&B;
551,0.4,Big Maybelle,Blues
736,0.4,Kelly Price,R&B;
785,0.4,Commissioned,Religious
817,0.4,The International Submarine Band,Pop/Rock
835,0.4,Connie Smith,Country
861,0.4,Carl Perkins,Jazz
967,0.4,Joe Bataan,Latin
986,0.4,Joe Lovano,Jazz
1055,0.4,Cranes,Pop/Rock
1115,0.4,Jamelia,Pop/Rock
1332,0.4,Tweet,R&B;
1369,0.4,Hum,Pop/Rock
1436,0.4,Ugly Kid Joe,Pop/Rock
1446,0.4,Elmer Bernstein,Stage & Screen
1468,0.4,August Burns Red,Pop/Rock
1676,0.4,Foghat,Pop/Rock
1715,0.4,Tycho,Electronic
1735,0.4,Rita Coolidge,Pop/Rock
1747,0.4,Jamie Foxx,R&B;
1839,0.4,Jay McShann,Jazz
1866,0.4,Mario Lanza,Vocal
1897,0.4,Hubert Laws,Jazz
1955,0.4,Wendy & Lisa,Pop/Rock
1970,0.4,Les Nubians,R&B;
1992,0.4,Wet Willie,Pop/Rock
2080,0.4,Hoodoo Gurus,Pop/Rock
2239,0.4,Linda Eder,Vocal
2269,0.4,Blitzen Trapper,Pop/Rock
2270,0.4,Junior Brown,Country
2325,0.4,K-Ci & JoJo,R&B;
2463,0.4,Jesse Winchester,Pop/Rock
2564,0.4,Prong,Pop/Rock
2662,0.4,New Grass Revival,Country
2713,0.4,Ratatat,Pop/Rock
2762,0.4,Nils Lofgren,Pop/Rock
2807,0.4,Noel Redding,Pop/Rock
2882,0.4,The String Cheese Incident,Pop/Rock
2929,0.4,The Starting Line,Pop/Rock
3001,0.4,The Rentals,Pop/Rock
3017,0.4,Minus the Bear,Pop/Rock
3056,0.4,The Selecter,Pop/Rock
3081,0.4,Tom Russell,Folk
3111,0.4,Camila,Latin
3128,0.4,David Cassidy,Pop/Rock
3133,0.4,Flyleaf,Pop/Rock
3166,0.4,Matt and Kim,Pop/Rock
3168,0.4,Gilberto Santa Rosa,Latin
3220,0.4,Man Parrish,Electronic
3294,0.4,William Bell,R&B;
3341,0.4,Yonder Mountain String Band,Country
3348,0.4,Annie Ross,Vocal
3394,0.4,Taken by Trees,Pop/Rock
3417,0.4,Alan Lomax,Folk
3439,0.4,The Brian Jonestown Massacre,Pop/Rock
3463,0.4,Aldo Nova,Pop/Rock
3710,0.4,Mandrill,R&B;
3753,0.4,Xscape,R&B;
3793,0.4,Zakir Hussain,International
3811,0.4,Born of Osiris,Pop/Rock
3819,0.4,Jordin Sparks,R&B;
3878,0.4,Tracey Ullman,Pop/Rock
3934,0.4,Snapcase,Pop/Rock
3951,0.4,Snooks Eaglin,Blues
3987,0.4,Syleena Johnson,R&B;
4021,0.4,The Five Stairsteps,R&B;
4026,0.4,Beverley Knight,R&B;
4050,0.4,The Gourds,Pop/Rock
4073,0.4,Baha Men,Pop/Rock
4215,0.4,The Dave Clark Five,Pop/Rock
4328,0.4,Freddie McGregor,Reggae
4334,0.4,Flesh for Lulu,Pop/Rock
4343,0.4,Green River,Pop/Rock
4357,0.4,Casting Crowns,Religious
4359,0.4,Gene Harris,Jazz
4420,0.4,Russell Malone,Jazz
4542,0.4,Marisa Monte,Latin
4550,0.4,Loreena McKennitt,Folk
4579,0.4,Lowell George,Pop/Rock
4686,0.4,Powerman 5000,Pop/Rock
4694,0.4,Najee,Jazz
4743,0.4,Janelle MonÃ¡e,R&B;
4835,0.4,The Rutles,Pop/Rock
4900,0.4,Sugababes,Pop/Rock
4918,0.4,Thousand Foot Krutch,Pop/Rock
5007,0.4,Brownsville Station,Pop/Rock
5082,0.4,Man Man,Pop/Rock
5157,0.4,Sharon Jones,R&B;
5158,0.4,Lady Gaga,Pop/Rock
5164,0.4,Karina,R&B;
5187,0.4,The-Dream,R&B;
5276,0.4,Wisin & Yandel,Latin
5297,0.4,Kevin Lyttle,R&B;
5329,0.4,Ariana Grande,Pop/Rock
5366,0.4,Black Veil Brides,Pop/Rock
5367,0.4,The Head and the Heart,Pop/Rock
5388,0.4,Young the Giant,Pop/Rock
5479,0.4,Vision,Pop/Rock
5508,0.4,Meg Myers,Pop/Rock
5517,0.4,Tinashe,R&B;
5526,0.4,Francesco Yates,Pop/Rock
5532,0.4,Jackie Lee,Country
5534,0.4,Jordan Rakei,R&B;
5573,0.4,Chris Lane,Country
4802,0.39946,Misfits,Pop/Rock
100,0.399015,Spinal Tap,Comedy/Spoken
603,0.398551,The Clean,Pop/Rock
719,0.398551,The Heptones,Reggae
262,0.397661,Slowdive,Pop/Rock
2496,0.397661,Richard Hawley,Pop/Rock
2957,0.397661,The Walkmen,Pop/Rock
4023,0.397661,Avail,Pop/Rock
4389,0.397661,Veruca Salt,Pop/Rock
4822,0.397561,Otis Rush,Blues
3574,0.397059,George Shearing,Jazz
3870,0.397059,Spirit,Pop/Rock
4035,0.397059,Big Youth,Reggae
4136,0.397059,Chris Cornell,Pop/Rock
4150,0.397059,Colin Blunstone,Pop/Rock
4257,0.397059,The Roches,Folk
4308,0.397059,Don Cherry,Jazz
4663,0.396825,Jethro Tull,Pop/Rock
789,0.395604,The Legendary Pink Dots,Pop/Rock
3246,0.395604,The Tragically Hip,Pop/Rock
3312,0.395604,David Gilmour,Pop/Rock
3937,0.395604,Steve Forbert,Pop/Rock
4303,0.395604,Felt,Pop/Rock
4783,0.395604,Renaissance,Pop/Rock
3758,0.395257,Yellow Magic Orchestra,Electronic
804,0.393939,Bonnie Tyler,Pop/Rock
1883,0.393939,John Williams,Stage & Screen
2227,0.393939,RÃ¶yksopp,Electronic
2232,0.393939,Los Lonely Boys,Pop/Rock
2590,0.393939,Keb' Mo',Blues
3282,0.393939,The Winans,Religious
3540,0.393939,Atlas Sound,Pop/Rock
3706,0.393939,Manu Dibango,Jazz
1302,0.393846,Take That,Pop/Rock
5457,0.393846,Don Covay,R&B;
65,0.393333,Sparklehorse,Pop/Rock
1091,0.393333,Spoon,Pop/Rock
1454,0.393333,Disturbed,Pop/Rock
2454,0.393162,Rory Gallagher,Blues
925,0.392157,Circle Jerks,Pop/Rock
2499,0.391398,Jewel,Pop/Rock
2532,0.391363,Placebo,Pop/Rock
2151,0.390805,Ritchie Valens,Pop/Rock
2710,0.390476,The Osmonds,Pop/Rock
540,0.39039,Badfinger,Pop/Rock
60,0.38961,Papa Roach,Pop/Rock
1658,0.38961,Webb Pierce,Country
1679,0.389474,Drive-By Truckers,Pop/Rock
4958,0.389163,Agnostic Front,Pop/Rock
11,0.388889,All That Remains,Pop/Rock
759,0.388889,Colosseum,Pop/Rock
1415,0.388889,Eliane Elias,Jazz
2652,0.388889,Aly & AJ,Pop/Rock
3192,0.388889,Hampton Hawes,Jazz
3541,0.388889,David Benoit,Jazz
4684,0.388889,Kaskade,Electronic
5020,0.388889,Caedmon's Call,Religious
5232,0.388889,Will Ackerman,New Age
5425,0.388889,Alabama Shakes,Pop/Rock
3918,0.388664,Slipknot,Pop/Rock
2302,0.387692,Nanci Griffith,Country
3742,0.387692,Dave Alvin,Pop/Rock
4885,0.387464,The Vandals,Pop/Rock
972,0.387352,Chrome,Pop/Rock
1043,0.387352,Bell Biv DeVoe,R&B;
2863,0.387352,Stray Cats,Pop/Rock
3834,0.386667,Grant Lee Buffalo,Pop/Rock
3278,0.386555,The Verve,Pop/Rock
1977,0.386243,Wham!,Pop/Rock
1600,0.385965,Gato Barbieri,Jazz
3370,0.385965,Motion City Soundtrack,Pop/Rock
3459,0.384778,Albert King,Blues
5019,0.384712,Buddy Guy,Blues
1060,0.384615,Country Joe & the Fish,Pop/Rock
1793,0.384615,Umphrey's McGee,Pop/Rock
3153,0.384615,Candi Staton,R&B;
3322,0.384615,Dave Holland,Jazz
4055,0.384615,Ian Tyson,Country
4227,0.384615,The Dillinger Escape Plan,Pop/Rock
5190,0.384615,Bruno Mars,Pop/Rock
4105,0.384236,The Left Banke,Pop/Rock
4557,0.384236,Robert Cray,Blues
126,0.384127,Travis Tritt,Country
3184,0.383333,Harry Chapin,Pop/Rock
3219,0.383333,The The,Pop/Rock
5135,0.383065,Foreigner,Pop/Rock
821,0.382353,Hawthorne Heights,Pop/Rock
990,0.382353,Christian Death,Pop/Rock
1463,0.382353,Charlie Robison,Country
5098,0.382353,Hilary Duff,Pop/Rock
1643,0.381538,Gretchen Wilson,Country
71,0.380952,SHeDAISY,Country
307,0.380952,The Belmonts,R&B;
604,0.380952,Bob Schneider,Pop/Rock
1032,0.380952,Exodus,Pop/Rock
1224,0.380952,Eve 6,Pop/Rock
2192,0.380952,Mark Lanegan,Pop/Rock
2204,0.380952,Sam the Sham & the Pharaohs,Pop/Rock
2439,0.380952,Hollywood Undead,Pop/Rock
2526,0.380952,Rick Astley,Pop/Rock
2582,0.380952,Nancy Wilson,Vocal
2859,0.380952,The Melodians,Reggae
3498,0.380952,Seether,Pop/Rock
3524,0.380952,Bruce Cockburn,Pop/Rock
3814,0.380952,Donavon Frankenreiter,Pop/Rock
4278,0.380952,Cock Sparrer,Pop/Rock
4659,0.380952,Jim Ford,Pop/Rock
4823,0.380952,The Postal Service,Pop/Rock
5120,0.380952,Junior Wells,Blues
5183,0.380952,The Script,Pop/Rock
5185,0.380952,Never Shout Never,Pop/Rock
5262,0.380952,M/A/R/R/S,Electronic
5419,0.380952,Zedd,Electronic
5455,0.380952,The 1975,Pop/Rock
5460,0.380952,John Newman,R&B;
3668,0.38,Gordon Lightfoot,Folk
4010,0.38,The Exploited,Pop/Rock
3360,0.379487,Tim McGraw,Country
2327,0.379085,Screeching Weasel,Pop/Rock
1759,0.377778,Ride,Pop/Rock
3829,0.377011,Fountains of Wayne,Pop/Rock
313,0.376812,Peabo Bryson,R&B;
2205,0.376812,Linkin Park,Pop/Rock
3132,0.376812,George Clinton,R&B;
1538,0.376068,Erasure,Pop/Rock
1045,0.375661,Be Bop Deluxe,Pop/Rock
387,0.375385,Steve Wariner,Country
1251,0.375385,Bay City Rollers,Pop/Rock
1101,0.375,Crystal Gayle,Country
78,0.374269,Spandau Ballet,Pop/Rock
1589,0.374194,John Holt,Reggae
1630,0.373626,Delaney & Bonnie,Pop/Rock
4829,0.373626,Band of Horses,Pop/Rock
5048,0.373626,Gino Vannelli,Pop/Rock
4776,0.373333,Michael BublÃ©,Vocal
522,0.372294,The Guess Who,Pop/Rock
1049,0.372294,Lalah Hathaway,R&B;
1999,0.372294,Low,Pop/Rock
2326,0.371542,Screaming Trees,Pop/Rock
2620,0.371429,Neko Case,Pop/Rock
2642,0.370748,Matthew Sweet,Pop/Rock
3157,0.37037,Guy Clark,Country
2038,0.369844,Diana Krall,Jazz
1341,0.369231,Faith Evans,R&B;
982,0.368421,The Dandy Warhols,Pop/Rock
1016,0.368421,The Dickies,Pop/Rock
2741,0.368421,Melanie,Pop/Rock
3928,0.368421,Paul Stanley,Pop/Rock
1504,0.367816,Flamin' Groovies,Pop/Rock
