id,community_id,genre
82,1,Country
83,1,R&B;
85,1,Pop/Rock
86,1,Blues
90,1,Pop/Rock
94,1,Country
95,1,Pop/Rock
96,1,Pop/Rock
101,1,Religious
102,1,Pop/Rock
106,1,Folk
107,1,Country
108,1,Pop/Rock
109,1,R&B;
111,1,Religious
112,1,Pop/Rock
115,1,Folk
117,1,Religious
118,1,Country
122,1,Pop/Rock
123,1,R&B;
126,1,Country
129,1,R&B;
131,1,R&B;
133,1,Pop/Rock
134,1,Pop/Rock
135,1,Pop/Rock
140,1,Blues
146,1,R&B;
147,1,R&B;
148,1,Vocal
149,1,R&B;
150,1,Vocal
153,1,R&B;
158,1,Pop/Rock
161,1,Country
162,1,Pop/Rock
166,1,R&B;
171,1,Pop/Rock
172,1,R&B;
173,1,Folk
174,1,Country
177,1,Country
182,1,Pop/Rock
183,1,Country
184,1,Pop/Rock
185,1,Country
186,1,R&B;
189,1,Pop/Rock
190,1,Pop/Rock
194,1,Pop/Rock
195,1,Pop/Rock
205,1,Country
207,1,Blues
209,1,Pop/Rock
213,1,Folk
214,1,Religious
215,1,Pop/Rock
216,1,Pop/Rock
225,1,International
230,1,Country
233,1,Pop/Rock
234,1,Religious
235,1,Pop/Rock
238,1,R&B;
241,1,Blues
244,1,R&B;
246,1,Pop/Rock
250,1,Country
257,1,Vocal
258,1,Pop/Rock
259,1,Pop/Rock
264,1,Jazz
266,1,Pop/Rock
267,1,R&B;
269,1,Religious
272,1,Pop/Rock
278,1,Pop/Rock
282,1,Pop/Rock
285,1,Religious
286,1,Country
288,1,Religious
289,1,Folk
291,1,Pop/Rock
292,1,Pop/Rock
293,1,Blues
297,1,Country
304,1,Country
305,1,Pop/Rock
307,1,R&B;
311,1,R&B;
313,1,R&B;
314,1,Pop/Rock
316,1,R&B;
319,1,Pop/Rock
321,1,Country
323,1,Pop/Rock
328,1,Country
332,1,Country
333,1,Vocal
340,1,Vocal
341,1,Pop/Rock
344,1,Vocal
345,1,Pop/Rock
347,1,R&B;
356,1,Blues
359,1,R&B;
364,1,Stage & Screen
368,1,R&B;
370,1,R&B;
372,1,Pop/Rock
376,1,Pop/Rock
379,1,Vocal
380,1,Blues
385,1,Pop/Rock
386,1,Religious
387,1,Country
389,1,Pop/Rock
391,1,Blues
393,1,Country
394,1,Folk
395,1,R&B;
396,1,Pop/Rock
400,1,International
401,1,Stage & Screen
404,1,Country
408,1,Pop/Rock
410,1,Country
411,1,Pop/Rock
412,1,R&B;
413,1,R&B;
414,1,Pop/Rock
415,1,Country
416,1,R&B;
417,1,Pop/Rock
419,1,Vocal
422,1,R&B;
423,1,Pop/Rock
426,1,Pop/Rock
428,1,Pop/Rock
430,1,R&B;
431,1,R&B;
434,1,Vocal
435,1,R&B;
436,1,Vocal
440,1,R&B;
445,1,Blues
446,1,Pop/Rock
449,1,R&B;
452,1,Country
457,1,Classical
458,1,R&B;
459,1,Classical
460,1,Pop/Rock
465,1,Pop/Rock
467,1,Folk
469,1,Pop/Rock
471,1,R&B;
472,1,Vocal
475,1,Pop/Rock
476,1,R&B;
481,1,R&B;
486,1,R&B;
487,1,Vocal
489,1,Country
491,1,Country
492,1,Country
493,1,Vocal
494,1,R&B;
497,1,R&B;
499,1,Pop/Rock
502,1,Blues
503,1,Pop/Rock
506,1,R&B;
509,1,R&B;
513,1,Stage & Screen
514,1,R&B;
515,1,Blues
519,1,R&B;
521,1,R&B;
523,1,Pop/Rock
526,1,Country
530,1,R&B;
531,1,Religious
535,1,Pop/Rock
537,1,R&B;
538,1,Pop/Rock
539,1,Country
541,1,R&B;
542,1,Blues
543,1,Vocal
547,1,Country
551,1,Blues
554,1,Country
559,1,Pop/Rock
563,1,Pop/Rock
567,1,R&B;
568,1,Country
572,1,International
575,1,Folk
578,1,R&B;
581,1,Country
582,1,Country
583,1,Pop/Rock
587,1,Pop/Rock
593,1,Vocal
595,1,Pop/Rock
597,1,Country
598,1,Country
601,1,Pop/Rock
604,1,Pop/Rock
605,1,Pop/Rock
607,1,Pop/Rock
608,1,R&B;
609,1,R&B;
612,1,Folk
613,1,R&B;
616,1,R&B;
622,1,Country
624,1,R&B;
627,1,Pop/Rock
630,1,Pop/Rock
633,1,Country
634,1,R&B;
636,1,Country
638,1,Country
639,1,Blues
640,1,Pop/Rock
643,1,Vocal
645,1,Vocal
647,1,Pop/Rock
649,1,Pop/Rock
650,1,R&B;
658,1,Vocal
668,1,Pop/Rock
669,1,Pop/Rock
672,1,R&B;
674,1,Pop/Rock
676,1,R&B;
677,1,Country
678,1,Blues
683,1,Country
684,1,Country
686,1,Country
688,1,Pop/Rock
689,1,New Age
692,1,R&B;
694,1,R&B;
695,1,Vocal
697,1,Country
698,1,Vocal
699,1,R&B;
700,1,R&B;
701,1,Religious
702,1,Country
708,1,Pop/Rock
710,1,R&B;
711,1,Pop/Rock
716,1,R&B;
717,1,Country
722,1,Pop/Rock
724,1,Country
728,1,Pop/Rock
729,1,Country
731,1,Pop/Rock
732,1,R&B;
736,1,R&B;
739,1,Pop/Rock
740,1,Pop/Rock
745,1,R&B;
746,1,Pop/Rock
749,1,Country
752,1,Country
754,1,R&B;
758,1,R&B;
766,1,R&B;
769,1,R&B;
771,1,Pop/Rock
772,1,R&B;
774,1,Folk
777,1,Pop/Rock
782,1,Country
784,1,R&B;
785,1,Religious
786,1,Pop/Rock
793,1,R&B;
795,1,Pop/Rock
796,1,Pop/Rock
798,1,Pop/Rock
800,1,Country
801,1,Pop/Rock
803,1,Pop/Rock
804,1,Pop/Rock
807,1,Country
809,1,Pop/Rock
813,1,R&B;
815,1,Pop/Rock
817,1,Pop/Rock
818,1,Vocal
819,1,Country
820,1,Pop/Rock
824,1,Country
828,1,Folk
829,1,Vocal
835,1,Country
838,1,R&B;
840,1,Religious
846,1,Blues
851,1,Jazz
855,1,R&B;
856,1,R&B;
857,1,R&B;
858,1,Folk
863,1,Vocal
864,1,R&B;
865,1,R&B;
869,1,Pop/Rock
891,1,R&B;
892,1,Country
893,1,Jazz
894,1,Pop/Rock
899,1,Country
902,1,R&B;
903,1,Pop/Rock
904,1,R&B;
905,1,Vocal
906,1,Religious
912,1,Folk
913,1,R&B;
916,1,Pop/Rock
928,1,R&B;
929,1,Pop/Rock
934,1,Pop/Rock
936,1,R&B;
938,1,Vocal
939,1,Pop/Rock
940,1,Religious
941,1,Vocal
945,1,Folk
947,1,Pop/Rock
952,1,Blues
953,1,Pop/Rock
954,1,R&B;
955,1,R&B;
956,1,Blues
961,1,R&B;
962,1,R&B;
963,1,Pop/Rock
964,1,R&B;
965,1,Pop/Rock
966,1,Country
968,1,R&B;
969,1,Country
970,1,Blues
971,1,R&B;
973,1,Pop/Rock
975,1,Country
976,1,R&B;
977,1,Pop/Rock
979,1,Country
983,1,Unknown
985,1,Pop/Rock
987,1,Pop/Rock
988,1,Pop/Rock
989,1,Pop/Rock
991,1,Latin
993,1,Pop/Rock
996,1,Pop/Rock
997,1,Pop/Rock
998,1,Pop/Rock
1008,1,Pop/Rock
1010,1,R&B;
1013,1,Blues
1014,1,Pop/Rock
1015,1,R&B;
1019,1,R&B;
1020,1,Pop/Rock
1021,1,Pop/Rock
1024,1,Country
1025,1,Country
1026,1,Pop/Rock
1035,1,Pop/Rock
1036,1,R&B;
1037,1,R&B;
1040,1,Pop/Rock
1042,1,Country
1048,1,Pop/Rock
1049,1,R&B;
1050,1,Vocal
1051,1,Religious
1054,1,R&B;
1059,1,Vocal
1060,1,Pop/Rock
1061,1,Jazz
1063,1,Pop/Rock
1066,1,Country
1069,1,Blues
1071,1,R&B;
1073,1,Pop/Rock
1076,1,Country
1079,1,Country
1080,1,Folk
1086,1,Pop/Rock
1088,1,Country
1092,1,Country
1093,1,Pop/Rock
1094,1,Pop/Rock
1096,1,Pop/Rock
1098,1,Vocal
1099,1,Blues
1101,1,Country
1102,1,Religious
1104,1,Religious
1105,1,R&B;
1107,1,Country
1109,1,R&B;
1111,1,Pop/Rock
1115,1,Pop/Rock
1116,1,Pop/Rock
1119,1,R&B;
1121,1,Country
1122,1,R&B;
1125,1,Pop/Rock
1128,1,Blues
1134,1,Country
1135,1,Pop/Rock
1136,1,R&B;
1137,1,Jazz
1141,1,Pop/Rock
1142,1,R&B;
1148,1,Pop/Rock
1151,1,R&B;
1152,1,R&B;
1157,1,Blues
1160,1,Pop/Rock
1163,1,Pop/Rock
1164,1,Country
1168,1,R&B;
1169,1,Vocal
1174,1,R&B;
1175,1,Country
1178,1,Jazz
1179,1,Pop/Rock
1181,1,Country
1182,1,Vocal
1188,1,R&B;
1193,1,Pop/Rock
1194,1,Country
1195,1,Country
1196,1,R&B;
1198,1,Pop/Rock
1199,1,Pop/Rock
1205,1,Folk
1206,1,Country
1211,1,Pop/Rock
1212,1,R&B;
1213,1,R&B;
1214,1,R&B;
1217,1,Country
1219,1,Pop/Rock
1221,1,Pop/Rock
1227,1,Religious
1229,1,R&B;
1230,1,R&B;
1232,1,Folk
1234,1,Pop/Rock
1237,1,R&B;
1239,1,Blues
1242,1,Vocal
1244,1,Jazz
1245,1,Country
1246,1,R&B;
1253,1,Country
1258,1,Religious
1260,1,R&B;
1262,1,Country
1263,1,Pop/Rock
1264,1,Pop/Rock
1266,1,Pop/Rock
1271,1,Folk
1273,1,Pop/Rock
1274,1,Pop/Rock
1278,1,Religious
1283,1,Country
1286,1,Country
1290,1,Pop/Rock
1291,1,Pop/Rock
1297,1,Pop/Rock
1299,1,R&B;
1304,1,Country
1309,1,R&B;
1310,1,R&B;
1311,1,Vocal
1314,1,Pop/Rock
1317,1,Country
1319,1,R&B;
1321,1,Pop/Rock
1323,1,Country
1324,1,Country
1327,1,R&B;
1328,1,Vocal
1331,1,Country
1332,1,R&B;
1335,1,Pop/Rock
1338,1,Country
1339,1,Stage & Screen
1340,1,R&B;
1341,1,R&B;
1342,1,R&B;
1346,1,R&B;
1348,1,Pop/Rock
1349,1,R&B;
1350,1,Reggae
1352,1,Religious
1353,1,R&B;
1356,1,R&B;
1357,1,Pop/Rock
1361,1,Country
1363,1,Pop/Rock
1366,1,Pop/Rock
1368,1,Pop/Rock
1371,1,Pop/Rock
1379,1,Pop/Rock
1383,1,Pop/Rock
1384,1,R&B;
1386,1,R&B;
1390,1,Folk
1391,1,R&B;
1395,1,Country
1397,1,Pop/Rock
1398,1,R&B;
1399,1,Blues
1401,1,R&B;
1405,1,Pop/Rock
1407,1,R&B;
1410,1,R&B;
1411,1,Folk
1416,1,Pop/Rock
1419,1,Vocal
1422,1,Pop/Rock
1430,1,Country
1431,1,Vocal
1434,1,Pop/Rock
1437,1,Pop/Rock
1439,1,Pop/Rock
1441,1,Pop/Rock
1444,1,Pop/Rock
1448,1,Country
1455,1,Pop/Rock
1458,1,Jazz
1459,1,Country
1460,1,Pop/Rock
1462,1,R&B;
1463,1,Country
1465,1,Blues
1466,1,Pop/Rock
1472,1,Latin
1477,1,Religious
1479,1,Electronic
1482,1,Pop/Rock
1483,1,Pop/Rock
1487,1,R&B;
1491,1,Folk
1492,1,Pop/Rock
1493,1,Pop/Rock
1494,1,Pop/Rock
1495,1,Latin
1499,1,Classical
1500,1,Country
1501,1,R&B;
1503,1,Pop/Rock
1505,1,R&B;
1506,1,Pop/Rock
1508,1,Pop/Rock
1513,1,R&B;
1514,1,Pop/Rock
1515,1,R&B;
1518,1,Pop/Rock
1520,1,Pop/Rock
1521,1,International
1523,1,Pop/Rock
1527,1,Pop/Rock
1529,1,Country
1533,1,Religious
1535,1,Vocal
1539,1,Country
1546,1,Country
1548,1,Country
1550,1,Vocal
1553,1,Country
1554,1,Pop/Rock
1556,1,Pop/Rock
1560,1,Pop/Rock
1561,1,Blues
1568,1,Pop/Rock
1573,1,R&B;
1574,1,Pop/Rock
1575,1,Country
1581,1,Country
1583,1,Vocal
1585,1,Country
1591,1,R&B;
1592,1,Country
1595,1,Country
1599,1,Blues
1602,1,R&B;
1607,1,Pop/Rock
1608,1,Folk
1609,1,R&B;
1610,1,Country
1613,1,R&B;
1617,1,Vocal
1621,1,Pop/Rock
1622,1,Pop/Rock
1624,1,Country
1628,1,Pop/Rock
1629,1,Pop/Rock
1630,1,Pop/Rock
1632,1,Religious
1636,1,Vocal
1637,1,Country
1640,1,Vocal
1641,1,Country
1642,1,Folk
1643,1,Country
1644,1,Blues
1647,1,Vocal
1650,1,R&B;
1651,1,Pop/Rock
1653,1,R&B;
1655,1,R&B;
1656,1,Pop/Rock
1657,1,Country
1658,1,Country
1659,1,Pop/Rock
1661,1,Blues
1662,1,Folk
1663,1,Country
1665,1,Easy Listening
1667,1,Pop/Rock
1669,1,R&B;
1670,1,Country
1671,1,Vocal
1672,1,Country
1673,1,Pop/Rock
1675,1,Pop/Rock
1678,1,Religious
1679,1,Pop/Rock
1681,1,Country
1683,1,Pop/Rock
1685,1,Country
1688,1,Pop/Rock
1695,1,Pop/Rock
1698,1,Jazz
1702,1,Pop/Rock
1704,1,Blues
1707,1,Vocal
1709,1,Pop/Rock
1710,1,Vocal
1711,1,Pop/Rock
1721,1,Pop/Rock
1722,1,R&B;
1724,1,Country
1727,1,Country
1728,1,Pop/Rock
1729,1,R&B;
1730,1,Pop/Rock
1732,1,Pop/Rock
1733,1,R&B;
1734,1,Pop/Rock
1735,1,Pop/Rock
1737,1,Pop/Rock
1738,1,R&B;
1740,1,Blues
1742,1,Pop/Rock
1743,1,R&B;
1745,1,Country
1747,1,R&B;
1748,1,R&B;
1750,1,Pop/Rock
1754,1,Vocal
1755,1,Pop/Rock
1757,1,Country
1760,1,Vocal
1761,1,Vocal
1764,1,Pop/Rock
1765,1,Pop/Rock
1769,1,Vocal
1771,1,Country
1775,1,Pop/Rock
1776,1,Pop/Rock
1778,1,Pop/Rock
1779,1,R&B;
1784,1,Country
1785,1,Pop/Rock
1787,1,Pop/Rock
1789,1,Pop/Rock
1790,1,Pop/Rock
1791,1,Pop/Rock
1793,1,Pop/Rock
1796,1,Country
1800,1,Vocal
1802,1,Pop/Rock
1804,1,Pop/Rock
1809,1,Country
1810,1,Pop/Rock
1813,1,Country
1816,1,Pop/Rock
1822,1,Country
1824,1,Pop/Rock
1827,1,Folk
1834,1,Pop/Rock
1835,1,Pop/Rock
1839,1,Jazz
1840,1,Jazz
1842,1,Blues
1848,1,R&B;
1851,1,Country
1852,1,Folk
1853,1,Country
1855,1,Religious
1860,1,R&B;
1866,1,Vocal
1870,1,Folk
1873,1,Pop/Rock
1881,1,R&B;
1882,1,Folk
1886,1,Country
1887,1,R&B;
1888,1,Vocal
1890,1,Pop/Rock
1892,1,R&B;
1895,1,Pop/Rock
1896,1,Country
1898,1,Country
1899,1,R&B;
1904,1,International
1906,1,Country
1909,1,R&B;
1913,1,Blues
1915,1,R&B;
1917,1,Blues
1918,1,Religious
1919,1,Pop/Rock
1920,1,Classical
1922,1,Pop/Rock
1923,1,Blues
1924,1,Pop/Rock
1926,1,Country
1927,1,Pop/Rock
1930,1,Pop/Rock
1931,1,Pop/Rock
1936,1,Pop/Rock
1938,1,Blues
1939,1,Blues
1945,1,Pop/Rock
1947,1,Country
1948,1,R&B;
1951,1,R&B;
1954,1,Vocal
1956,1,Pop/Rock
1957,1,R&B;
1958,1,Folk
1959,1,Country
1965,1,Country
1968,1,Country
1969,1,Pop/Rock
1971,1,Pop/Rock
1974,1,R&B;
1976,1,Vocal
1982,1,R&B;
1984,1,Vocal
1987,1,Pop/Rock
1990,1,Country
1992,1,Pop/Rock
1993,1,Folk
2001,1,Country
2004,1,Country
2007,1,Pop/Rock
2010,1,R&B;
2015,1,Vocal
2016,1,R&B;
2017,1,Pop/Rock
2022,1,Country
2025,1,Vocal
2026,1,Pop/Rock
2027,1,R&B;
2029,1,International
2031,1,Pop/Rock
2033,1,Vocal
2035,1,Country
2036,1,Pop/Rock
2038,1,Jazz
2045,1,Pop/Rock
2048,1,Vocal
2049,1,Vocal
2050,1,R&B;
2053,1,R&B;
2056,1,Pop/Rock
2058,1,R&B;
2060,1,Country
2066,1,R&B;
2074,1,Vocal
2075,1,Vocal
2083,1,Pop/Rock
2084,1,R&B;
2085,1,Pop/Rock
2087,1,Pop/Rock
2092,1,Pop/Rock
2093,1,Pop/Rock
2094,1,Pop/Rock
2095,1,Pop/Rock
2097,1,R&B;
2098,1,Country
2099,1,Folk
2101,1,R&B;
2109,1,Pop/Rock
2110,1,Pop/Rock
2112,1,Country
2113,1,Country
2114,1,R&B;
2115,1,Country
2116,1,Latin
2117,1,Pop/Rock
2119,1,International
2120,1,R&B;
2123,1,Jazz
2124,1,Vocal
2126,1,Vocal
2127,1,Folk
2129,1,R&B;
2130,1,Blues
2131,1,Pop/Rock
2132,1,Vocal
2133,1,Pop/Rock
2136,1,Blues
2137,1,R&B;
2138,1,Jazz
2141,1,Pop/Rock
2142,1,Pop/Rock
2145,1,Country
2148,1,Country
2151,1,Pop/Rock
2152,1,Country
2153,1,Pop/Rock
2154,1,R&B;
2156,1,R&B;
2157,1,Pop/Rock
2160,1,Pop/Rock
2162,1,Country
2165,1,R&B;
2166,1,Pop/Rock
2167,1,Folk
2169,1,International
2170,1,R&B;
2172,1,Country
2173,1,Pop/Rock
2174,1,Pop/Rock
2176,1,Pop/Rock
2177,1,Country
2178,1,Pop/Rock
2180,1,Country
2184,1,Country
2185,1,Folk
2186,1,Pop/Rock
2188,1,Country
2192,1,Pop/Rock
2193,1,Pop/Rock
2194,1,Jazz
2196,1,Pop/Rock
2199,1,Religious
2201,1,Pop/Rock
2204,1,Pop/Rock
2208,1,R&B;
2209,1,R&B;
2210,1,Country
2222,1,Country
2224,1,Vocal
2225,1,Pop/Rock
2228,1,Country
2231,1,Folk
2232,1,Pop/Rock
2236,1,Folk
2238,1,Pop/Rock
2239,1,Vocal
2241,1,Country
2242,1,Pop/Rock
2243,1,Country
2244,1,Pop/Rock
2245,1,Folk
2251,1,Pop/Rock
2260,1,R&B;
2263,1,Folk
2268,1,Blues
2270,1,Country
2272,1,Country
2275,1,Blues
2277,1,R&B;
2278,1,R&B;
2282,1,R&B;
2289,1,Stage & Screen
2290,1,Pop/Rock
2295,1,Blues
2297,1,Pop/Rock
2301,1,Pop/Rock
2302,1,Country
2303,1,Folk
2304,1,Pop/Rock
2309,1,R&B;
2312,1,R&B;
2313,1,R&B;
2314,1,Country
2319,1,Pop/Rock
2324,1,Blues
2325,1,R&B;
2331,1,International
2332,1,Pop/Rock
2336,1,Stage & Screen
2337,1,Vocal
2338,1,Country
2339,1,Pop/Rock
2340,1,R&B;
2341,1,Country
2346,1,Vocal
2349,1,Jazz
2350,1,Pop/Rock
2353,1,R&B;
2354,1,Jazz
2355,1,R&B;
2356,1,Folk
2357,1,Pop/Rock
2362,1,Country
2365,1,R&B;
2368,1,Pop/Rock
2371,1,R&B;
2372,1,Country
2375,1,Pop/Rock
2378,1,Folk
2379,1,Country
2386,1,Vocal
2387,1,R&B;
2389,1,Pop/Rock
2393,1,Country
2395,1,Country
2396,1,Pop/Rock
2400,1,Pop/Rock
2401,1,Folk
2402,1,R&B;
2403,1,Pop/Rock
2405,1,R&B;
2410,1,R&B;
2411,1,Pop/Rock
2414,1,Folk
2416,1,Country
2419,1,Pop/Rock
2422,1,Folk
2423,1,Pop/Rock
2424,1,R&B;
2426,1,R&B;
2427,1,Pop/Rock
2429,1,R&B;
2430,1,Folk
2435,1,Country
2441,1,Country
2442,1,Country
2444,1,Country
2451,1,Pop/Rock
2452,1,Country
2454,1,Blues
2455,1,Country
2456,1,Religious
2458,1,Latin
2459,1,Vocal
2460,1,Pop/Rock
2462,1,Pop/Rock
2463,1,Pop/Rock
2466,1,Country
2467,1,Country
2468,1,Blues
2470,1,Country
2472,1,Country
2474,1,Folk
2476,1,R&B;
2477,1,R&B;
2483,1,Vocal
2484,1,Country
2488,1,Pop/Rock
2489,1,Pop/Rock
2493,1,Vocal
2499,1,Pop/Rock
2500,1,Pop/Rock
2501,1,Pop/Rock
2502,1,Country
2503,1,Country
2507,1,Country
2508,1,Pop/Rock
2510,1,Pop/Rock
2516,1,Blues
2517,1,R&B;
2519,1,Country
2520,1,Country
2527,1,Pop/Rock
2528,1,Pop/Rock
2533,1,Country
2536,1,R&B;
2537,1,Vocal
2540,1,R&B;
2541,1,Country
2542,1,Jazz
2545,1,Pop/Rock
2548,1,Pop/Rock
2549,1,Pop/Rock
2552,1,Reggae
2554,1,R&B;
2556,1,Pop/Rock
2562,1,Country
2563,1,Latin
2570,1,R&B;
2572,1,Pop/Rock
2574,1,Vocal
2577,1,Pop/Rock
2579,1,R&B;
2581,1,Country
2582,1,Vocal
2583,1,Vocal
2586,1,Blues
2587,1,Vocal
2588,1,Pop/Rock
2589,1,Pop/Rock
2590,1,Blues
2593,1,Pop/Rock
2594,1,Pop/Rock
2595,1,Religious
2597,1,Pop/Rock
2600,1,R&B;
2602,1,R&B;
2603,1,Blues
2604,1,Pop/Rock
2605,1,Blues
2608,1,Pop/Rock
2610,1,Pop/Rock
2611,1,Country
2615,1,R&B;
2618,1,Country
2620,1,Pop/Rock
2624,1,Vocal
2626,1,Country
2628,1,R&B;
2631,1,Pop/Rock
2633,1,Vocal
2634,1,Pop/Rock
2635,1,Country
2637,1,Pop/Rock
2641,1,Country
2643,1,Pop/Rock
2649,1,Blues
2650,1,Pop/Rock
2651,1,Country
2657,1,Pop/Rock
2658,1,Pop/Rock
2659,1,R&B;
2661,1,Folk
2662,1,Country
2665,1,Vocal
2668,1,Country
2672,1,Country
2675,1,Folk
2676,1,Pop/Rock
2678,1,Pop/Rock
2679,1,Vocal
2680,1,R&B;
2682,1,Country
2684,1,Country
2686,1,R&B;
2688,1,Religious
2689,1,Pop/Rock
2691,1,Pop/Rock
2692,1,Jazz
2696,1,Country
2697,1,Country
2702,1,R&B;
2706,1,R&B;
2707,1,R&B;
2708,1,R&B;
2709,1,Vocal
2721,1,Pop/Rock
2732,1,Pop/Rock
2733,1,Country
2734,1,R&B;
2735,1,New Age
2736,1,Pop/Rock
2741,1,Pop/Rock
2742,1,Country
2743,1,Country
2744,1,Country
2745,1,Country
2747,1,Pop/Rock
2748,1,Vocal
2753,1,Latin
2756,1,Blues
2759,1,R&B;
2760,1,Country
2762,1,Pop/Rock
2771,1,R&B;
2777,1,Blues
2780,1,Pop/Rock
2781,1,R&B;
2783,1,R&B;
2786,1,R&B;
2791,1,Pop/Rock
2793,1,R&B;
2796,1,Pop/Rock
2803,1,Pop/Rock
2805,1,Pop/Rock
2810,1,Pop/Rock
2811,1,Folk
2816,1,Country
2817,1,Country
2818,1,Stage & Screen
2820,1,R&B;
2822,1,Pop/Rock
2827,1,Pop/Rock
2828,1,Country
2829,1,Pop/Rock
2830,1,Pop/Rock
2833,1,Pop/Rock
2840,1,Avant-Garde
2841,1,Pop/Rock
2847,1,Pop/Rock
2848,1,Country
2851,1,Pop/Rock
2852,1,Country
2854,1,Pop/Rock
2863,1,Pop/Rock
2864,1,Pop/Rock
2876,1,Pop/Rock
2877,1,Pop/Rock
2882,1,Pop/Rock
2883,1,R&B;
2884,1,Country
2889,1,Vocal
2892,1,R&B;
2895,1,R&B;
2896,1,Pop/Rock
2899,1,Vocal
2906,1,Pop/Rock
2907,1,Country
2910,1,Pop/Rock
2912,1,R&B;
2922,1,Country
2927,1,Pop/Rock
2930,1,R&B;
2935,1,Blues
2938,1,Blues
2943,1,Folk
2946,1,Vocal
2950,1,Pop/Rock
2951,1,R&B;
2967,1,Country
2970,1,R&B;
2971,1,Vocal
2972,1,Blues
2973,1,Pop/Rock
2978,1,Pop/Rock
2982,1,Blues
2988,1,Pop/Rock
2991,1,Pop/Rock
2995,1,Pop/Rock
3000,1,Pop/Rock
3005,1,R&B;
3006,1,Vocal
3007,1,Country
3010,1,Pop/Rock
3014,1,R&B;
3016,1,Pop/Rock
3021,1,R&B;
3024,1,Latin
3028,1,R&B;
3037,1,Country
3040,1,R&B;
3041,1,R&B;
3042,1,R&B;
3044,1,R&B;
3045,1,Pop/Rock
3047,1,Country
3051,1,Pop/Rock
3057,1,Pop/Rock
3060,1,Pop/Rock
3066,1,Pop/Rock
3069,1,R&B;
3070,1,Vocal
3071,1,Pop/Rock
3072,1,Country
3078,1,Jazz
3081,1,Folk
3083,1,R&B;
3084,1,Country
3086,1,Religious
3088,1,Pop/Rock
3089,1,Country
3091,1,R&B;
3092,1,Folk
3094,1,Pop/Rock
3098,1,Pop/Rock
3107,1,Jazz
3110,1,Pop/Rock
3112,1,Country
3113,1,Country
3114,1,Pop/Rock
3115,1,R&B;
3116,1,Pop/Rock
3117,1,Electronic
3120,1,Blues
3121,1,Folk
3123,1,Pop/Rock
3125,1,Pop/Rock
3129,1,R&B;
3130,1,Jazz
3136,1,Country
3140,1,Folk
3143,1,Pop/Rock
3150,1,Pop/Rock
3151,1,Country
3153,1,R&B;
3154,1,Pop/Rock
3157,1,Country
3162,1,Jazz
3164,1,Pop/Rock
3165,1,R&B;
3172,1,Country
3174,1,R&B;
3175,1,Folk
3183,1,Country
3184,1,Pop/Rock
3190,1,Pop/Rock
3197,1,R&B;
3203,1,Country
3204,1,Pop/Rock
3207,1,Pop/Rock
3210,1,Pop/Rock
3218,1,Country
3223,1,Pop/Rock
3226,1,Religious
3228,1,R&B;
3231,1,R&B;
3234,1,Vocal
3236,1,R&B;
3243,1,R&B;
3251,1,Vocal
3253,1,R&B;
3255,1,R&B;
3258,1,R&B;
3260,1,Country
3262,1,Pop/Rock
3267,1,Pop/Rock
3271,1,Pop/Rock
3272,1,R&B;
3275,1,R&B;
3276,1,Pop/Rock
3280,1,R&B;
3282,1,Religious
3283,1,R&B;
3286,1,Folk
3287,1,R&B;
3290,1,Country
3291,1,Pop/Rock
3292,1,Country
3293,1,R&B;
3294,1,R&B;
3295,1,R&B;
3296,1,Pop/Rock
3297,1,Country
3298,1,Classical
3299,1,Country
3301,1,Country
3303,1,R&B;
3304,1,R&B;
3307,1,R&B;
3317,1,R&B;
3318,1,Country
3320,1,Blues
3321,1,Pop/Rock
3325,1,Pop/Rock
3328,1,Pop/Rock
3329,1,Latin
3334,1,Pop/Rock
3341,1,Country
3343,1,Jazz
3348,1,Vocal
3349,1,R&B;
3360,1,Country
3361,1,Country
3362,1,Pop/Rock
3366,1,R&B;
3378,1,R&B;
3381,1,Pop/Rock
3383,1,R&B;
3384,1,Pop/Rock
3387,1,Electronic
3404,1,R&B;
3405,1,Country
3406,1,Pop/Rock
3408,1,Vocal
3415,1,R&B;
3416,1,R&B;
3417,1,Folk
3420,1,Vocal
3421,1,Blues
3422,1,R&B;
3423,1,Pop/Rock
3425,1,Religious
3429,1,Country
3431,1,Blues
3433,1,Comedy/Spoken
3437,1,Pop/Rock
3440,1,R&B;
3451,1,Pop/Rock
3454,1,Pop/Rock
3457,1,R&B;
3459,1,Blues
3464,1,Country
3466,1,R&B;
3467,1,Pop/Rock
3474,1,Pop/Rock
3478,1,R&B;
3479,1,Pop/Rock
3482,1,R&B;
3483,1,Country
3485,1,R&B;
3492,1,R&B;
3494,1,Pop/Rock
3495,1,R&B;
3500,1,Pop/Rock
3501,1,Religious
3502,1,Folk
3507,1,R&B;
3509,1,Pop/Rock
3510,1,Country
3514,1,Pop/Rock
3515,1,Pop/Rock
3516,1,Country
3517,1,Country
3519,1,Blues
3521,1,Country
3524,1,Pop/Rock
3527,1,Country
3530,1,Pop/Rock
3534,1,Pop/Rock
3543,1,R&B;
3544,1,International
3550,1,Country
3551,1,Country
3552,1,Folk
3555,1,Vocal
3566,1,Blues
3568,1,Classical
3572,1,Vocal
3581,1,Pop/Rock
3585,1,Country
3591,1,Pop/Rock
3595,1,R&B;
3598,1,Country
3599,1,Pop/Rock
3601,1,Pop/Rock
3608,1,Blues
3612,1,Pop/Rock
3615,1,Pop/Rock
3619,1,Country
