artist_name,artist_id,genre,katz,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration_ms,popularity
Country Joe & the Fish,128266,Pop/Rock,357.765984,0.464647059,0.421823529,0.496294118,126.4447059,-13.985,1,9,0.390335294,0.079463829,0.242852941,0.069894118,242665.7059,26.94117647
Gene Chandler,162820,R&B;,14.869414,0.54,0.396352941,0.686823529,120.7288235,-11.36435294,1,5,0.714176471,0.000745279,0.165270588,0.036305882,158488.2353,18.29411765
Eileen Farrell,179714,Classical,11.191753,0.337735294,0.245832353,0.294091176,98.25305882,-14.83685294,1,0,0.874,0.008521766,0.282485294,0.053729412,228509.5588,0.823529412
Gang of Four,193231,Pop/Rock,3077.70327,0.650294118,0.768176471,0.655294118,142.6961176,-7.598705882,1,11,0.023545412,0.1672633,0.139094118,0.187317647,219116.0588,29.88235294
John P. Kee,230963,Religious,349.393513,0.565911765,0.855411765,0.615029412,126.1595294,-6.879852941,1,8,0.271495294,0.000127461,0.409776471,0.083661765,307594.5294,30.08823529
Lou Rawls,233228,R&B;,23.997965,0.569029412,0.450667647,0.613529412,121.7216176,-10.77802941,1,0,0.607147059,0.000138919,0.205276471,0.09505,220784.7647,25.94117647
Roger Waters,254556,Pop/Rock,0,0.495970588,0.246635294,0.221061765,124.7321176,-17.65091176,1,0,0.311714706,0.006178265,0.240688235,0.041141176,265923.3824,37.64705882
Lowell Fulson,301955,Blues,0.662017,0.637470588,0.370588235,0.536588235,94.43482353,-7.341176471,1,7,0.941529412,0.039134759,0.142823529,0.045823529,173124.8235,3.058823529
Jessi Colter,337271,Country,22.073524,0.612941176,0.405470588,0.588588235,113.0938235,-11.47005882,1,10,0.466564706,0.004403934,0.193670588,0.035341176,177508.9412,27.76470588
The Presidents of the United States of America,414889,Pop/Rock,45088.96946,0.523058824,0.829588235,0.707764706,118.6557647,-5.376823529,1,1,0.068427529,0.087113882,0.168976471,0.074658824,170471.2353,44.05882353
Miami Sound Machine,449578,Pop/Rock,9.084849,0.695,0.616,0.708588235,131.5105294,-11.79164706,1,2,0.297676471,0.024086695,0.096235294,0.043258824,234835.3529,44
Atlantic Starr,509356,R&B;,523.884742,0.632235294,0.451176471,0.475882353,113.3390588,-12.71641176,1,0,0.409074118,0.0000962,0.1494,0.034741176,291661.9412,37.76470588
Tom Rush,517264,Folk,0.796875,0.541823529,0.298429412,0.413394118,103.5671765,-16.79258824,1,7,0.599523529,0.240394118,0.2069,0.039929412,266622.5294,20.29411765
Gwen Stefani,546214,Pop/Rock,16536.68192,0.721588235,0.775882353,0.625841176,116.9979412,-5.065235294,1,7,0.106763441,0.01583444,0.219588235,0.095923529,210506.6471,56.70588235
Thompson Twins,567570,Pop/Rock,4854.288359,0.741352941,0.680588235,0.752352941,112.087,-10.66764706,1,7,0.265758824,0.003908816,0.204394118,0.037411765,280615.3529,37.88235294
Subhumans,582419,Pop/Rock,3621.494797,0.313764706,0.903352941,0.334529412,124.9642353,-10.75547059,1,11,0.032862353,0.003246927,0.345764706,0.156088235,139458,27.82352941
Stone Sour,626939,Pop/Rock,140184.2395,0.468823529,0.732588235,0.388176471,127.3515882,-5.361058824,1,4,0.121338271,0.020178052,0.298629412,0.050047059,260654.9412,55.64705882
Mandy Moore,673933,Pop/Rock,66968.56588,0.520647059,0.506935294,0.426905882,114.6330588,-8.920882353,1,0,0.397482353,0.0000945,0.184020588,0.045326471,192232.1176,53.76470588
The Manhattan Transfer,674749,Vocal,300.431658,0.631470588,0.480476471,0.599047059,120.3043529,-11.51970588,1,2,0.472788235,0.002027314,0.1815,0.064235294,227912.9412,35.64705882
Speedy West,742166,Country,0,0.588941176,0.408529412,0.563176471,102.2255882,-12.12782353,1,10,0.652411765,0.506358824,0.180211765,0.032917647,141800.1176,9.352941176
Spirit,746010,Pop/Rock,470.224798,0.456882353,0.450235294,0.4215,112.8756471,-11.76776471,1,11,0.303070588,0.100643856,0.294058824,0.035935294,232639.8824,28.11764706
Andrea Bocelli,751613,Classical,135.513977,0.380882353,0.425941176,0.271282353,101.4828824,-7.706352941,1,10,0.778588235,0.002687611,0.115070588,0.034441176,268407.3824,54.76470588
Bobby ValentÃ­n,765997,Latin,1.338961,0.676294118,0.611823529,0.892176471,104.4722353,-8.978588235,0,9,0.612647059,0.064034245,0.120158824,0.057464706,290618.8824,27.52941176
DeBarge,816517,R&B;,428.182509,0.629352941,0.558235294,0.653941176,125.4767059,-10.49605882,1,5,0.291735294,0.001222806,0.110005882,0.039394118,263130.9412,39.11764706
Loreena McKennitt,829267,Folk,2764.966949,0.326529412,0.284505882,0.165617647,114.2892941,-11.34311765,0,4,0.733211765,0.105433994,0.187705882,0.037847059,319800.0588,29.82352941
Mark Knopfler,831236,Pop/Rock,467.095961,0.477294118,0.365017647,0.258411765,105.4479412,-14.032,1,7,0.538182353,0.447788235,0.106788235,0.0346,285780.4706,37.11764706
Deadmau5,879144,Electronic,64967.48898,0.719058824,0.608911765,0.374864706,127.8521176,-8.038176471,1,1,0.040605476,0.496460294,0.197014706,0.071735294,361380.4706,48.23529412
Miguel BosÃ©,892775,Latin,0,0.652470588,0.572588235,0.651529412,113.662,-11.11541176,1,9,0.210988235,0.023017394,0.168955882,0.04325,251068.8235,50.38235294
Art Blakey,928942,Jazz,0.749147,0.550882353,0.390882353,0.567882353,111.7244706,-12.74905882,0,5,0.736588235,0.262485924,0.321182353,0.048911765,314958.3529,13.58823529
Al Stewart,933883,Pop/Rock,165.035428,0.530117647,0.560588235,0.513588235,113.3244706,-10.39141176,1,2,0.2285,0.017232368,0.125323529,0.0331,302003.9412,31.88235294
Camel,943268,Pop/Rock,4247.90002,0.296941176,0.434588235,0.307529412,126.6549412,-13.00358824,0,2,0.410186176,0.563023529,0.201382353,0.037717647,362792.1765,35.05882353
Young the Giant,2577980,Pop/Rock,46059.2998,0.523176471,0.734823529,0.436647059,130.5140588,-6.166705882,1,0,0.094565353,0.00209668,0.2166,0.044194118,242427.5294,57.11764706
PJ Harvey,335,Pop/Rock,31793.6201,0.540515152,0.494878788,0.491575758,126.2118182,-12.46042424,1,0,0.18777163,0.143038464,0.142439394,0.037918182,230503.5152,46.03030303
Stephen Marley,24309,Reggae,132.338482,0.759848485,0.660454545,0.734393939,124.7301818,-6.336030303,0,6,0.073657394,0.0000118,0.162287879,0.154309091,258240.8788,44.54545455
Boney James,81849,Jazz,206.089901,0.619393939,0.553,0.56169697,105.7859697,-9.377666667,0,5,0.267454545,0.515108712,0.130130303,0.037269697,288388.2727,38.48484848
Cheo Feliciano,108554,Latin,0,0.580424242,0.593030303,0.74630303,105.9064545,-8.422121212,0,5,0.659606061,0.061895699,0.21450303,0.066639394,291591.1818,34
Debbie Reynolds,233035,Vocal,0.5,0.427,0.279672727,0.481830303,94.754,-14.41215152,1,0,0.816424242,0.003861681,0.173172727,0.051778788,154654.1212,20.51515152
Pure Prairie League,371879,Pop/Rock,306.841071,0.46669697,0.429606061,0.531909091,126.6164848,-14.58736364,1,9,0.411935758,0.00071928,0.117093939,0.03840303,240590.7273,33.39393939
Eros Ramazzotti,601079,Pop/Rock,706.28424,0.621,0.545454545,0.472787879,135.4517879,-9.639818182,1,11,0.213884848,0.0000487,0.157869697,0.032218182,284080.0606,53.03030303
Lalo Schifrin,781932,Jazz,74.18007,0.469787879,0.495775758,0.670969697,106.9693939,-12.82393939,0,0,0.545424242,0.441515299,0.161787879,0.04220303,174489.6364,23.81818182
John Michael Montgomery,811897,Country,11085.06419,0.620727273,0.58430303,0.528666667,128.7517273,-8.697060606,1,8,0.270830303,0.0000139,0.202854545,0.044569697,214877.5758,51.6969697
John Hiatt,812046,Pop/Rock,3152.663116,0.62269697,0.617545455,0.68569697,114.7793636,-9.666878788,1,7,0.283025455,0.008780009,0.154539394,0.034409091,259365.2121,36.81818182
The Paragons,893111,Reggae,0.414217,0.580121212,0.440969697,0.745151515,115.205303,-8.718909091,1,7,0.595060606,0.089102927,0.188612121,0.042993939,163122.7576,25.42424242
Colt Ford,1028746,Country,958.260246,0.630060606,0.705757576,0.630242424,130.4691212,-6.564969697,1,7,0.151553333,1.54E-06,0.157860606,0.084006061,229733.6364,52.06060606
Leon Bridges,3380137,R&B;,225.444234,0.614818182,0.497424242,0.438909091,105.1314848,-7.421484848,1,6,0.418942424,0.011212359,0.127893939,0.048081818,210293.7273,63.51515152
Sheena Easton,11754,Pop/Rock,7936.519709,0.577125,0.465625,0.5460625,109.0881875,-10.8485,1,8,0.587375,0.000297136,0.18771875,0.05515625,221075.8125,45.1875
Sevendust,16132,Pop/Rock,153077.9765,0.5359375,0.892125,0.4605625,109.9195625,-5.1416875,1,1,0.026335881,0.032782303,0.20581875,0.07154375,224089.875,44.8125
Shenandoah,21292,Country,2543.932174,0.63,0.5705625,0.6225625,106.1663125,-10.0956875,1,10,0.437625,1.51E-06,0.1181375,0.027275,210165.1875,41
Chuck Mangione,21747,Jazz,213.632778,0.50090625,0.42740625,0.52053125,117.0008125,-12.74434375,1,10,0.39697875,0.431385937,0.2105125,0.048325,443994.2188,31.3125
Sleeping at Last,27221,Pop/Rock,76932.11926,0.4024375,0.2643125,0.241225,112.1274375,-10.669125,1,3,0.8225625,0.02257126,0.1539875,0.037325,244480.5625,60.5
The 5th Dimension,28772,Pop/Rock,305.650757,0.41575,0.484125,0.5426875,124.053625,-10.3469375,1,7,0.51649375,0.004227675,0.18909375,0.03275625,193905.8125,36.25
Shirley Bassey,29867,Vocal,23.230212,0.3833125,0.4009375,0.391925,115.17625,-10.1905,1,7,0.639125,0.003115102,0.1970625,0.04955625,195003.3125,36.25
Soft Cell,38579,Pop/Rock,3093.601032,0.560625,0.5600625,0.575625,139.4534375,-10.366375,1,5,0.3374,0.000613441,0.3052875,0.0855875,306875,36.125
The Ames Brothers,46184,Vocal,0.3125,0.42759375,0.40390625,0.4978125,122.8161875,-8.85934375,1,10,0.7695625,0.063233475,0.2308,0.044290625,171888.2188,9.6875
Augustus Pablo,52151,Reggae,139.178655,0.793625,0.45675,0.5511875,118.184875,-11.51975,1,9,0.149758125,0.76725,0.11155625,0.0916,173993.5,33.4375
Ken Elkinson,74952,New Age,675.349819,0.4946875,0.04590625,0.22133125,87.0746875,-23.5264375,1,7,0.9948125,0.9436875,0.1038625,0.06461875,268059.125,0
LeAnn Rimes,118791,Country,12635.94947,0.551625,0.558375,0.3796875,114.194375,-7.635125,1,2,0.36569375,0.0000269,0.11243125,0.03266875,233930.875,51.3125
Exodus,125822,Pop/Rock,8505.147629,0.2951875,0.9643125,0.29125,124.1014375,-5.577125,1,4,0.001264045,0.239710924,0.2471125,0.2251875,280822.5,38.625
Everything But the Girl,127360,Pop/Rock,2672.968269,0.5815625,0.423325,0.44028125,122.4275938,-12.358375,1,11,0.499265313,0.028540492,0.089125,0.0354125,230770.5,42.15625
Crowded House,130173,Pop/Rock,6034.004471,0.509625,0.54525,0.6120625,108.343875,-14.0789375,1,9,0.1900225,0.000842569,0.13438125,0.0367,216049.4375,47.875
Joan Armatrading,133969,Pop/Rock,926.978986,0.612625,0.282275,0.493625,118.36425,-16.795625,1,10,0.5558075,0.010687159,0.10459375,0.05369375,216584.1875,35.6875
Ã‰dith Piaf,150629,Vocal,0.25,0.407125,0.34975,0.482875,115.159,-8.4314375,1,7,0.8873125,4.10E-06,0.2839125,0.08896875,206652.5,40.5
Everclear,152023,Pop/Rock,99585.77227,0.4874375,0.9150625,0.53514375,129.7923125,-5.268125,1,7,0.054886313,0.052822187,0.18371875,0.1165625,215057.0625,45.6875
Clutch,154417,Pop/Rock,86536.32999,0.477875,0.8009375,0.57125,112.7346875,-6.9105625,1,9,0.1076535,0.049904481,0.30125625,0.05681875,258530.875,40.6875
En Vogue,160690,R&B;,1395.841578,0.6980625,0.561375,0.64075,129.4559375,-9.0874375,1,5,0.2289375,0.0000332,0.17838125,0.06950625,296864.9375,45.4375
Grace Jones,161920,R&B;,1032.1893,0.7485625,0.61675,0.77975,121.0966875,-11.40975,0,9,0.078964813,0.088152625,0.118375,0.04875,328777.25,39.9375
Carla Thomas,170454,R&B;,10.227668,0.6306875,0.33469375,0.7015,131.0694375,-12.9629375,1,8,0.3683125,0.00165594,0.1778875,0.04244375,166084.4375,29.375
Fred Neil,170815,Folk,6.201214,0.552,0.33090625,0.49870625,121.301,-13.724875,1,2,0.5191375,0.07051707,0.1354,0.041875,210110,28
Firehouse,175049,Pop/Rock,8505.955633,0.523625,0.730875,0.4146875,127.2075625,-10.0403125,1,1,0.017168706,0.023419083,0.15991875,0.03501875,257095.8125,42.25
Dispatch,175459,Pop/Rock,32870.61895,0.575125,0.6126875,0.55635,113.3450625,-6.759,1,4,0.44468125,0.033526388,0.12463125,0.07440625,262539.4375,44.5625
Gary Numan,183858,Pop/Rock,6388.791123,0.5606875,0.56325,0.478875,115.8094375,-10.1053125,1,0,0.13023495,0.296700975,0.19249375,0.0464125,254654.125,36.5625
Gene Clark,194036,Pop/Rock,244.229172,0.46996875,0.4226875,0.4701875,112.1387813,-12.2520625,1,4,0.4201625,0.132182969,0.14301875,0.031271875,265347.75,30.9375
Johnny Griffin,213510,Jazz,27.023476,0.518,0.299625,0.5415,135.3510625,-17.334,1,0,0.8108125,0.235606063,0.55675,0.0542375,478310,9.8125
Dido,217344,Pop/Rock,53101.99097,0.620125,0.6353125,0.4125625,106.57175,-7.2313125,0,8,0.13847225,0.000999147,0.20980625,0.0664375,294638.375,48.4375
Walk the Moon,230297,Pop/Rock,4049.56817,0.537,0.8003125,0.5576875,130.456375,-5.2094375,1,1,0.015113556,0.000134121,0.21420625,0.05210625,229012.4375,57.0625
Robert Earl Keen,286561,Folk,2427.184002,0.5706875,0.442625,0.6005,109.7955,-15.5843125,1,7,0.4474375,0.001382462,0.32423125,0.07585,243399.0625,38.25
Sarah Brightman,293490,Vocal,2578.300672,0.35290625,0.251265625,0.202803125,103.6344063,-15.71125,1,7,0.734325,0.017309273,0.178953125,0.0504,275147.1563,41.9375
Richie Havens,295545,Folk,83.788142,0.56725,0.375625,0.616125,118.6994375,-15.288375,1,2,0.5683125,0.008272303,0.3540125,0.05525,254325.75,30.5
Love and Rockets,296903,Pop/Rock,5425.195391,0.455875,0.647,0.44118125,129.152875,-9.459,1,2,0.011383338,0.167229289,0.1989,0.04109375,320627.5,34.5
Percy Faith,305541,Easy Listening,0.25,0.160715625,0.349875,0.143953125,96.1835,-11.473625,1,0,0.893625,0.84240625,0.171275,0.035740625,203122.5,17.5
Mercyful Fate,343954,Pop/Rock,8569.674272,0.2725625,0.8355625,0.4044375,131.028625,-9.8699375,1,4,0.004017188,0.573725,0.31025625,0.08619375,333281.75,36.5625
Natalie Merchant,372322,Pop/Rock,1604.352293,0.6249375,0.3360625,0.37786875,131.259875,-12.057,1,1,0.5786875,0.087110851,0.13393125,0.043875,278799.6875,43.625
Regina Spektor,386560,Pop/Rock,48966.63775,0.601875,0.3890625,0.37,114.0275,-8.97275,1,5,0.6584125,0.037536683,0.10125625,0.04246875,211388.375,51.8125
The McGuire Sisters,397412,Country,3.520407,0.4656875,0.229775,0.396,93.2684375,-11.2745,1,1,0.773875,0,0.1852,0.0335625,153677.5,12.0625
Ravi Shankar,404463,International,0,0.451625,0.35956875,0.39120625,127.618625,-17.2490625,1,1,0.69575,0.419532094,0.3086375,0.1210125,725544.9375,18.6875
Sugarland,484880,Country,11888.81689,0.54796875,0.7230625,0.4983125,123.718125,-4.39696875,1,1,0.2298225,0.0000254,0.14225625,0.04775,233768,49.28125
Thirty Seconds to Mars,485365,Pop/Rock,442826.3881,0.4444375,0.8300625,0.2638125,135.4601875,-5.0545625,1,6,0.017474413,0.076845762,0.2456375,0.06715,266592.125,54.125
The Stone Roses,564333,Pop/Rock,16521.28058,0.4215,0.7765,0.5003125,118.6273125,-8.218,1,7,0.068984319,0.145693199,0.2603875,0.05190625,281424.1875,54.125
Toad the Wet Sprocket,610339,Pop/Rock,15591.52374,0.4874375,0.6659375,0.4818125,135.7925,-8.3125,1,0,0.238979625,0.026297098,0.16568125,0.03769375,216937.5625,40.5625
Asia,623254,Pop/Rock,7826.410555,0.3506875,0.7730625,0.425125,125.57625,-8.783375,1,0,0.1886125,0.000231798,0.22151875,0.05443125,281712.5,36.4375
The Cadillacs,636044,R&B;,4.818365,0.4954375,0.5026875,0.7330625,124.379125,-9.0118125,1,8,0.782,0.0000159,0.268375,0.06205625,146684.125,11.125
Bunny Berigan,639789,Jazz,0,0.6151875,0.289125,0.69321875,138.82725,-12.5824375,1,5,0.94275,0.539768044,0.20025,0.06715,186348.7188,3.65625
Manowar,673208,Pop/Rock,8709.02677,0.44,0.7980625,0.2952625,119.73175,-11.5690625,1,4,0.021366969,0.141035144,0.16976875,0.07243125,291453.75,45.125
Manu Chao,674161,Latin,3637.610469,0.677625,0.5833125,0.7766875,130.0041875,-9.0764375,0,9,0.60566875,0.084214725,0.28199375,0.05941875,184763.3125,56.5625
Yaz,680522,Pop/Rock,3159.782843,0.752875,0.463375,0.7148125,125.1764375,-14.8854375,1,9,0.2873375,0.054370019,0.1327625,0.067625,231425,33.375
Gojira,721409,Pop/Rock,161514.7081,0.32675,0.9220625,0.17704375,115.72175,-4.1235625,1,2,0.001330434,0.16991725,0.21580625,0.0865,331763.3125,46.6875
Great White,799100,Pop/Rock,12237.63629,0.595,0.626625,0.4555,128.852625,-11.92275,1,9,0.09330875,0.155976865,0.1684,0.040425,305188.5,40.1875
John Cafferty & the Beaver Brown Band,810912,Pop/Rock,104.537191,0.5146875,0.6438125,0.581375,131.4130625,-9.5709375,1,9,0.156771062,0.059081831,0.26080625,0.05379375,226537.75,34.375
Mad Season,814871,Pop/Rock,1092.629849,0.431375,0.564875,0.33375,117.663375,-8.6590625,1,9,0.097166813,0.109125225,0.205375,0.04073125,340989.125,43.0625
Uriah Heep,835648,Pop/Rock,1648.434459,0.3835,0.6054375,0.5245125,116.9395625,-10.5186875,1,9,0.009467119,0.141851938,0.211,0.047725,275230.5625,37.5
New York Dolls,866786,Pop/Rock,1294.203581,0.407875,0.77825,0.5606875,140.990375,-10.2624375,1,9,0.03589625,0.007238117,0.25093125,0.074875,229894.3125,31.9375
The Time,919812,R&B;,1026.955496,0.7403125,0.504825,0.6938125,117.8861875,-13.72225,1,11,0.08152625,0.026380941,0.1979125,0.07990625,411702.5,33.5625
Thousand Foot Krutch,924306,Pop/Rock,235857.6548,0.5465,0.827125,0.572125,133.9729375,-4.608375,0,11,0.003708625,0.0000595,0.15875,0.067725,216168.875,53.5625
Adolescents,927373,Pop/Rock,13895.39872,0.431125,0.92875,0.46665625,107.364375,-7.475875,1,2,0.004174669,0.001128588,0.29846875,0.07583125,132533.5,32
Arlo Guthrie,927736,Folk,38.801483,0.54975,0.4690625,0.5849375,125.4838125,-11.773125,1,5,0.58343125,0.001611823,0.2933625,0.0577125,273736.625,29.9375
Hank Williams III,947752,Country,19321.57796,0.6265,0.7500625,0.71075,131.0029375,-6.372875,1,4,0.209188563,0.000193309,0.3031,0.05885,209950.1875,43.1875
The SteelDrivers,2061191,Country,1059.763535,0.5359375,0.618625,0.667875,136.6365,-6.2179375,1,9,0.6731875,0.015719706,0.15833125,0.03590625,230673.25,48.1875
Meghan Trainor,2811293,Pop/Rock,167838.0074,0.72878125,0.73565625,0.7585625,117.6762188,-5.1855,1,1,0.186553125,0.000953892,0.230675,0.12799375,185903.7813,66.25
Niall Horan,2854547,Pop/Rock,907.507402,0.616125,0.5755625,0.51546875,106.6341563,-5.96396875,1,0,0.293654375,0.0000197,0.15415625,0.0395625,200694.2188,70.53125
Jeremy Zucker,3632715,Pop/Rock,12913.15161,0.699125,0.31480625,0.49028125,104.6255937,-11.66740625,1,2,0.655625,0.04061465,0.2617875,0.105984375,196138.0313,70.5625
Paul Weston,29609,Jazz,0,0.240645161,0.179103226,0.161948387,95.95283871,-17.31967742,1,4,0.894193548,0.840096774,0.176825806,0.033283871,195996.4839,14.83870968
Steve Wariner,44751,Country,1171.834116,0.658354839,0.371193548,0.592806452,109.7204516,-14.261,1,1,0.297903226,0.0000228,0.107893548,0.029141935,215863.5806,32.77419355
The Highwaymen,75801,Country,0,0.645612903,0.46283871,0.585548387,115.2038065,-13.25945161,1,2,0.457232258,0.046282235,0.142406452,0.048570968,205453.2903,43.12903226
Keyshia Cole,92107,R&B;,22209.38227,0.621193548,0.700806452,0.510580645,116.7699032,-4.519741935,0,8,0.177409677,0.000108806,0.227519355,0.101316129,245002.6129,49.74193548
Chick Corea,110541,Jazz,88.885539,0.385741935,0.443393548,0.38303871,123.9456452,-16.40745161,0,9,0.697051613,0.514090323,0.149154839,0.046887097,432921.3871,36.29032258
Jamie Foxx,210830,R&B;,2510.734325,0.675483871,0.618709677,0.54816129,123.4612581,-7.345387097,0,1,0.246274516,0.0000448,0.155312903,0.176906452,246672.6774,50.87096774
John Mayall & the Bluesbreakers,238506,Blues,0,0.45916129,0.631806452,0.758387097,114.332129,-7.239548387,1,0,0.269994065,0.079345142,0.237287097,0.074248387,184874.4839,30.83870968
Richard Pryor,295415,Comedy/Spoken,11.833307,0.474806452,0.745,0.299806452,90.1883871,-12.64532258,1,6,0.776677419,0.000143501,0.732290323,0.830741935,193449.0645,28.25806452
Luis Fonsi,312004,Latin,897.584362,0.519193548,0.638322581,0.535354839,137.324129,-5.453193548,1,9,0.352845161,0,0.189370968,0.063696774,230674.4194,35.58064516
Jeffrey Osborne,317108,R&B;,12.069336,0.673064516,0.523580645,0.646258065,111.4903548,-12.05229032,1,7,0.353474194,0.001909968,0.165670968,0.046954839,266031.0645,32.96774194
Jimmy Giuffre,360956,Jazz,3.380324,0.538322581,0.082935484,0.395741935,103.5292903,-20.132,1,8,0.958096774,0.631073035,0.122096774,0.078922581,305611.7742,11.19354839
Martina McBride,368112,Country,6876.424657,0.529387097,0.543193548,0.407741935,119.9396452,-7.354290323,1,1,0.431070968,0.0000168,0.232432258,0.033480645,233146.1935,49.32258065
Michel Legrand,401066,Jazz,22.244849,0.511354839,0.293787097,0.501290323,108.7159032,-15.68409677,1,0,0.782096774,0.259209248,0.158512903,0.039809677,202226.9032,15.35483871
Air,607202,Electronic,30202.84815,0.474967742,0.54583871,0.283509677,123.3793548,-10.07693548,0,8,0.413656129,0.608841839,0.19646129,0.038835484,262343.0323,43.64516129
David Crosby,644880,Pop/Rock,75.150074,0.447077419,0.339225806,0.341567742,103.4225806,-14.07751613,1,2,0.477007742,0.002177423,0.111380645,0.033077419,245463.2258,33.35483871
Helen Forrest,673360,Vocal,0.748423,0.416870968,0.170277419,0.338819355,105.5506774,-12.84148387,1,10,0.943032258,0.116124483,0.213358065,0.041,171180.1935,14
Trevor Jones,747028,Stage & Screen,10.020779,0.307870968,0.356116129,0.156490323,115.6943871,-14.25603226,1,2,0.176239548,0.68016129,0.173516129,0.035816129,194550.6452,36.58064516
Paul Chambers,747984,Jazz,0,0.525967742,0.269496774,0.430893548,95.94732258,-15.18135484,0,0,0.767129032,0.4372283,0.205003226,0.045635484,379776.2903,21.16129032
Blue October,762097,Pop/Rock,172949.4524,0.507032258,0.685935484,0.391258065,116.448129,-7.31383871,1,0,0.169654194,0.001148261,0.169896774,0.0437,267904.2258,40.83870968
Alphaville,790509,Pop/Rock,9871.812695,0.663677419,0.595032258,0.533645161,115.8947742,-11.772,0,9,0.130419355,0.072390484,0.215496774,0.036019355,260879.9677,51.22580645
Buddy Guy,942529,Blues,13.308163,0.571129032,0.499322581,0.548709677,103.9946452,-11.22829032,1,2,0.464929871,0.098525987,0.172348387,0.054006452,298766.0323,39.96774194
Hank Thompson,947816,Country,2.240607,0.591483871,0.48116129,0.709870968,121.6723548,-9.362290323,1,0,0.722193548,8.12E-06,0.158435484,0.049280645,161246.129,13.87096774
DJ Shadow,949820,Electronic,4996.10426,0.584580645,0.697451613,0.510645161,118.5109677,-8.554774194,0,8,0.446584516,0.598316648,0.234103226,0.136258065,286223,44.64516129
Alphaville,1459978,Pop/Rock,2728.202468,0.663677419,0.595032258,0.533645161,115.8947742,-11.772,0,9,0.130419355,0.072390484,0.215496774,0.036019355,260879.9677,51.22580645
Upchurch,3067310,Country,57641.86751,0.719612903,0.65616129,0.334516129,134.4392258,-7.711935484,1,1,0.147022903,0.0000315,0.246522581,0.108509677,194022.871,59.67741935
Vance Joy,3158075,Pop/Rock,75922.66843,0.564129032,0.648935484,0.387870968,109.8000968,-6.987290323,1,7,0.326483871,0.00203277,0.161412903,0.042683871,242940.6452,59.70967742
Brent Faiyaz,3606027,R&B;,410.526296,0.625064516,0.389774194,0.33083871,117.1846774,-10.21854839,1,8,0.4436,0.051412561,0.169403226,0.1282,199802.5806,65.4516129
Stanley Turrentine,12644,Jazz,11.784857,0.514766667,0.382426667,0.530766667,110.9794,-13.76076667,1,5,0.6817,0.124556927,0.146586667,0.041513333,323367.1333,26.7
Leo Kottke,45077,Folk,57.85253,0.389533333,0.426366667,0.596833333,111.2191333,-16.3412,1,3,0.314718,0.835566667,0.131656667,0.0406,172059.6667,24.23333333
The Blues Brothers,47421,R&B;,82.73626,0.590866667,0.8084,0.693833333,133.7807667,-6.985966667,1,10,0.29013,0.094195682,0.589813333,0.134723333,199443.8667,43.16666667
Silverchair,48265,Pop/Rock,144486.172,0.362666667,0.707533333,0.352433333,132.5700667,-6.4536,1,2,0.039586033,0.000301815,0.122706667,0.038026667,250373.2667,50
Babatunde Olatunji,56913,International,0,0.593866667,0.7624,0.4638,132.613,-8.04,0,0,0.3492,0.255481912,0.12804,0.08654,284304.5333,12.73333333
The Chambers Brothers,57124,R&B;,212.933712,0.4796,0.535666667,0.539,127.4640667,-11.78293333,1,9,0.254306667,0.04792762,0.2029,0.05814,268534.2667,23.06666667
Black Label Society,93565,Pop/Rock,125210.8023,0.483533333,0.733066667,0.31672,111.9552667,-6.370066667,0,10,0.080058293,0.076869453,0.205533333,0.052593333,288846.2667,45.86666667
In Flames,96977,Pop/Rock,37085.10887,0.451066667,0.928866667,0.29898,125.0988667,-4.811333333,0,10,0.001410006,0.491742333,0.318346667,0.091286667,258273.8,50
Kix,98944,Pop/Rock,2280.351088,0.5766,0.738933333,0.6316,132.1154,-11.56753333,1,6,0.018622013,0.249925598,0.32008,0.04648,259068.4667,32.66666667
Krokus,105685,Pop/Rock,2707.927541,0.4906,0.706466667,0.595333333,127.0308667,-11.66573333,1,9,0.0195044,0.304407089,0.23376,0.0415,274755.5333,33.6
Cowboy Junkies,120953,Pop/Rock,6168.461091,0.465133333,0.20842,0.366266667,123.8606667,-19.841,1,7,0.531006667,0.12578056,0.11892,0.033926667,261159.0667,36.93333333
Jackson C. Frank,130115,Folk,22.205073,0.462466667,0.2876,0.361653333,129.5944667,-12.61926667,1,8,0.8384,0.077756662,0.112213333,0.033353333,222426.8667,33.53333333
James Ingram,147082,R&B;,85.379664,0.578466667,0.398266667,0.3991,107.1460333,-12.10556667,1,0,0.583866667,0.0000187,0.122343333,0.037946667,254810.6,48.23333333
Bathory,151787,Pop/Rock,16313.08269,0.2596,0.8494,0.232886667,121.5264667,-8.1816,1,11,0.000716485,0.789006667,0.275193333,0.07266,274897.8667,33.86666667
Gavin DeGraw,158540,Pop/Rock,18990.78586,0.4854,0.76,0.4846,137.3934667,-5.431,1,7,0.099559,0,0.204686667,0.05698,221723.0667,56.66666667
Ethel Merman,171728,Vocal,0,0.555166667,0.339366667,0.614433333,108.441,-10.78766667,1,0,0.847566667,0.0000995,0.186146667,0.089366667,191372.8667,12.46666667
Madness,195874,Pop/Rock,890.055285,0.594333333,0.805,0.803266667,128.7318,-6.8052,1,7,0.149770667,0.01615426,0.174026667,0.052006667,185002.7333,34.2
